age,numpurch,totdol,female,res,adB
36,2,277,0,0,0
40,1,51,0,0,1
37,1,70,1,0,1
41,2,61,0,0,1
40,1,71,0,0,1
37,1,64,1,1,1
40,3,65,0,0,1
36,2,54,0,0,1
41,1,95,1,0,0
43,2,205,1,0,0
37,2,355,0,0,0
38,1,68,0,0,0
39,2,92,1,0,1
37,1,54,1,0,0
39,1,52,0,0,1
34,2,57,1,0,0
32,8,8763,1,1,1
33,1,59,0,0,0
32,2,58,1,0,0
45,2,71,0,0,1
32,6,1941,0,1,1
36,1,65,0,0,1
35,2,51,1,0,1
31,1,59,1,0,0
38,2,54,0,0,1
29,1,56,0,0,0
44,1,207,0,0,1
38,1,61,1,0,0
39,1,79,1,1,0
38,1,55,0,0,1
40,2,55,0,0,1
41,2,435,0,1,0
41,2,69,0,0,1
36,1,54,1,0,0
40,2,81,1,0,0
37,1,54,0,0,1
33,2,65,0,0,0
42,1,59,1,0,0
44,1,57,0,0,1
35,3,668,1,0,1
34,1,97,1,0,1
43,1,52,1,1,0
36,3,608,1,1,0
36,1,51,1,0,1
33,2,61,0,0,0
41,2,59,1,0,1
35,2,163,1,0,1
39,2,335,0,0,0
35,1,59,1,0,1
41,1,87,0,0,1
43,2,205,0,0,0
35,3,668,0,0,0
36,1,68,1,0,0
37,3,63,0,0,1
33,5,1339,0,1,1
34,1,55,1,0,1
37,1,78,0,0,0
33,2,61,1,0,1
40,2,67,0,0,1
35,2,51,1,0,1
29,1,80,0,0,0
43,1,62,1,0,1
34,5,1350,0,1,1
38,2,201,0,0,0
33,1,55,0,0,0
38,4,88,0,0,0
39,1,51,1,0,1
34,1,60,0,0,1
44,2,584,1,0,0
32,2,68,1,0,1
42,6,3064,0,1,0
37,2,110,1,0,0
39,2,1064,1,0,1
35,2,63,0,0,1
41,1,125,0,0,0
44,3,710,1,1,0
36,3,611,1,0,0
37,1,86,0,0,1
37,1,69,0,0,0
39,1,105,1,0,0
36,2,51,0,0,1
40,1,130,1,0,1
35,1,62,1,0,1
33,1,52,1,0,0
32,2,54,1,0,1
34,1,222,0,0,0
33,2,66,1,0,1
42,2,57,0,0,1
32,2,58,1,0,1
24,1,56,0,0,0
41,4,56,1,0,1
35,2,182,1,0,0
44,3,710,0,0,1
41,1,263,0,0,1
29,4,1607,0,1,1
39,6,2402,0,1,1
31,2,1238,0,0,1
39,1,56,0,0,1
39,2,134,0,0,0
49,6,3165,1,1,1
37,1,61,0,0,0
40,2,100,0,0,0
38,1,59,1,0,1
37,2,118,1,0,1
37,1,195,1,0,0
37,1,81,1,0,1
35,1,56,1,0,1
39,2,576,0,0,1
37,1,62,0,0,1
44,1,67,0,0,0
37,6,2620,0,0,1
30,1,59,0,0,0
36,2,79,0,0,0
37,2,65,1,1,1
38,3,1089,0,0,1
41,1,82,1,0,0
34,1,61,0,0,1
33,1,57,1,0,1
42,2,57,0,0,0
37,2,239,0,0,0
39,6,2402,0,1,0
37,1,54,1,0,1
37,1,210,1,1,0
37,1,52,0,0,0
41,1,53,1,0,0
30,1,81,1,0,1
35,2,115,0,0,1
34,1,73,0,0,0
41,1,201,0,0,0
39,1,54,1,0,1
38,3,328,0,0,1
42,8,5988,0,1,1
35,2,71,1,0,1
34,3,292,0,0,1
43,2,58,1,0,0
32,1,205,1,0,1
35,2,60,0,0,1
37,1,84,0,0,0
46,1,224,0,0,0
30,1,81,0,1,1
40,1,65,0,0,0
35,4,1059,0,1,1
34,2,461,0,0,0
33,3,668,0,0,1
39,2,539,1,0,0
36,2,64,0,0,0
40,2,308,0,0,0
38,1,195,1,0,1
42,2,65,1,0,0
43,3,746,0,0,1
38,1,73,1,0,1
37,1,84,0,0,1
33,2,55,0,0,0
35,1,176,0,0,0
43,2,62,0,0,1
41,2,257,0,1,1
46,2,55,1,0,1
37,1,66,0,0,0
42,2,499,0,0,1
39,2,54,0,0,0
33,1,55,1,0,1
39,2,139,1,1,0
44,1,56,1,0,1
35,2,63,0,0,0
28,2,77,1,0,1
43,1,104,1,0,1
36,1,79,0,0,1
39,1,69,1,0,1
34,1,60,1,0,0
35,1,436,0,0,1
38,5,1019,0,0,1
39,2,576,1,0,1
26,2,79,0,0,1
40,1,60,0,0,1
33,1,63,0,0,0
41,1,59,0,0,1
33,1,74,0,0,1
36,1,64,1,0,1
40,2,156,0,0,1
39,1,271,1,0,1
37,1,263,1,1,0
35,1,70,1,0,1
33,1,147,1,0,0
33,1,82,0,0,0
34,1,74,1,0,1
38,1,187,0,0,0
41,2,268,0,1,0
37,1,55,1,0,0
41,1,54,0,0,1
35,2,99,1,0,1
40,1,55,0,0,0
43,1,51,0,0,0
43,3,1589,1,0,1
38,1,52,0,0,0
23,1,68,0,0,0
42,1,63,1,0,0
29,1,56,1,0,1
39,2,58,1,0,1
37,1,77,0,0,0
37,3,80,1,0,0
42,1,58,1,0,0
34,1,715,0,0,0
38,1,57,0,0,1
39,1,271,1,0,0
33,1,58,0,0,1
38,1,98,1,0,0
38,1,52,0,0,0
37,1,52,0,0,0
36,3,608,0,0,0
35,2,317,0,0,1
40,1,68,0,0,0
38,2,105,0,0,1
33,1,95,1,0,1
37,2,419,1,0,0
36,1,79,0,0,1
37,1,58,1,0,1
33,1,98,1,0,1
34,2,57,1,0,1
33,2,91,1,0,0
40,1,52,1,0,1
41,2,54,1,0,1
37,2,80,1,0,1
34,2,53,1,0,1
39,2,52,0,0,1
37,1,66,0,1,1
34,1,61,0,0,0
32,2,54,1,0,0
35,1,73,1,0,0
38,1,60,0,0,1
44,2,768,0,0,1
43,1,59,0,0,0
40,1,61,0,0,1
37,2,53,0,0,1
36,1,484,0,0,1
36,2,973,1,1,1
36,1,146,0,0,1
30,1,54,0,0,1
41,1,74,1,0,0
41,1,54,0,1,1
36,3,553,1,0,1
30,1,59,0,0,1
40,1,51,0,0,1
33,1,59,0,0,1
42,1,58,0,0,1
36,6,2873,0,1,1
37,1,54,1,0,0
35,1,176,1,0,0
42,2,64,0,1,1
36,1,373,0,0,0
37,2,939,1,0,1
34,1,144,0,0,0
35,1,68,1,1,1
37,3,80,1,1,0
37,5,1221,1,0,1
31,1,54,0,0,1
35,1,51,1,0,0
41,2,55,0,0,0
42,1,58,0,0,0
37,2,939,0,0,0
33,2,254,0,0,1
34,1,187,1,1,0
51,5,1147,1,1,0
39,1,67,0,0,1
34,1,222,1,0,0
35,2,51,1,0,0
39,2,139,1,0,1
41,2,81,0,0,1
39,1,79,0,0,1
38,5,1019,1,0,0
35,1,60,1,0,0
41,1,263,0,0,0
46,1,224,1,0,1
35,1,946,1,0,0
39,2,84,1,0,1
40,6,2638,0,1,1
35,2,182,0,0,1
44,1,71,1,0,1
40,2,87,1,0,1
38,1,52,1,0,1
37,4,592,0,0,1
32,2,68,0,0,0
45,1,326,0,0,0
39,2,63,1,0,0
35,1,946,0,1,1
35,3,547,1,0,0
33,2,65,1,0,0
43,1,52,1,0,0
37,2,184,0,0,0
40,2,421,1,0,1
31,2,61,1,0,1
41,2,78,1,0,0
41,2,905,0,0,1
39,1,271,1,0,1
35,1,89,1,0,1
34,1,63,0,0,1
37,1,54,1,0,0
34,2,53,0,0,1
36,3,549,1,0,1
39,2,73,0,0,0
36,1,94,1,0,1
36,1,63,0,0,0
35,2,51,0,0,1
42,1,141,1,0,1
39,1,67,0,0,0
38,2,54,1,0,1
35,1,409,0,0,1
38,1,215,1,0,0
35,1,57,0,0,1
36,1,85,0,0,0
37,2,110,0,0,0
38,3,1089,1,0,1
35,1,52,0,0,0
42,1,59,1,0,1
39,2,609,1,0,1
47,1,76,0,0,1
34,5,1350,0,1,0
38,1,64,1,0,1
44,2,87,0,0,1
36,1,77,1,0,1
41,2,81,1,0,1
42,2,158,0,0,0
42,1,63,1,0,1
41,1,263,0,0,0
32,1,67,0,0,0
35,1,73,1,0,0
45,2,68,0,0,0
42,1,141,1,0,1
35,2,60,0,1,0
37,1,53,0,0,0
33,1,52,0,0,1
40,2,288,0,0,1
36,2,158,0,0,1
43,1,76,1,0,1
35,2,101,0,0,1
35,1,59,1,1,0
33,2,55,0,0,1
38,1,202,0,0,0
44,1,127,0,1,1
39,5,2050,1,1,1
37,1,108,1,0,1
33,2,91,1,0,1
36,2,71,1,0,1
32,1,187,1,0,1
43,1,104,1,0,1
36,1,437,0,0,1
33,1,95,1,0,0
46,2,943,0,0,0
38,2,50,0,0,1
37,1,60,0,0,1
33,2,66,0,0,0
40,2,65,0,0,1
35,2,68,0,0,0
36,1,326,0,0,0
35,1,125,1,0,0
40,1,71,0,1,1
38,1,129,0,0,1
44,1,60,0,1,1
34,2,147,1,0,0
44,2,55,0,0,0
29,1,52,1,0,1
37,2,158,0,0,1
42,2,474,0,1,1
42,1,55,1,0,1
35,2,199,1,0,1
31,4,247,1,0,1
33,2,95,0,0,0
37,2,87,0,0,1
32,1,217,1,0,1
37,1,54,1,0,0
36,3,484,1,0,1
40,1,131,0,0,1
40,2,1173,0,0,0
33,1,55,0,0,1
39,2,63,1,0,1
41,4,1185,1,0,0
37,1,69,0,0,1
43,3,73,0,0,1
33,2,54,0,0,0
35,2,199,0,0,0
37,1,52,0,0,0
37,6,2620,0,0,0
35,1,73,0,0,0
34,2,60,1,0,1
34,1,187,0,0,0
38,1,58,0,0,1
42,1,73,0,0,0
43,1,59,0,0,1
35,1,165,0,0,0
32,2,484,0,0,0
31,1,125,1,0,1
38,1,53,0,0,1
35,2,74,1,0,0
39,2,335,0,0,0
42,2,78,1,1,0
38,1,215,1,0,1
33,1,59,1,0,1
36,1,94,0,0,0
31,1,52,0,0,0
35,1,946,0,0,1
35,3,1420,0,0,0
40,2,622,0,0,0
43,2,53,1,0,1
43,1,62,0,0,0
45,1,64,1,0,1
39,2,374,1,0,0
36,2,57,1,0,1
31,1,125,1,0,0
39,2,87,0,0,0
36,4,57,0,0,0
32,2,68,1,1,0
34,1,56,1,0,0
43,1,61,0,0,1
37,2,184,0,0,0
40,1,80,1,0,1
29,2,124,0,0,0
37,2,172,0,1,1
42,2,56,1,0,1
34,2,80,0,1,1
37,2,51,1,0,1
23,1,68,0,0,1
40,1,51,1,0,1
37,3,80,1,0,0
38,3,328,0,0,1
35,7,2731,1,0,1
33,2,128,1,0,1
34,5,1350,1,0,1
34,4,2060,1,1,1
41,2,100,0,0,1
39,1,57,0,0,1
37,2,63,1,0,1
40,2,124,1,0,1
45,2,127,1,0,1
38,2,163,0,0,1
40,1,51,1,0,0
36,2,84,0,0,0
31,1,57,0,0,1
46,1,65,1,0,0
39,1,56,0,0,1
39,1,57,0,0,0
36,2,71,1,0,0
42,2,52,1,0,1
30,1,52,0,0,1
45,1,62,1,0,1
38,1,68,0,0,0
39,1,60,1,0,1
35,2,163,1,0,0
40,2,288,0,0,1
39,3,840,0,0,0
38,1,52,0,0,0
32,1,78,0,0,1
45,1,64,1,0,1
40,1,58,0,0,0
36,1,177,1,0,0
43,2,254,1,0,0
40,1,68,0,0,1
62,1,281,1,0,1
36,1,53,0,0,0
37,1,54,0,0,1
36,1,67,1,1,0
43,1,52,0,0,0
36,2,485,0,1,1
37,2,355,0,0,1
38,1,109,1,0,1
32,1,50,1,0,0
39,1,105,0,0,1
36,1,90,0,0,0
34,2,80,1,0,1
37,1,84,0,1,1
36,1,67,0,0,1
40,2,72,0,1,1
40,2,57,1,0,1
43,4,1088,0,0,1
36,1,54,1,0,1
41,2,175,0,1,1
42,1,80,1,0,1
39,6,1970,0,1,1
38,1,52,0,0,0
44,1,66,1,0,0
36,1,332,0,0,0
36,2,258,0,0,1
44,1,76,1,0,0
26,2,79,0,0,1
40,2,72,0,0,0
39,1,69,1,0,0
54,8,5295,1,1,0
35,7,2731,1,0,1
37,2,151,1,0,0
37,1,54,0,0,1
42,1,841,0,0,0
37,2,77,0,0,1
35,1,68,0,0,1
41,1,185,1,0,0
35,2,60,1,0,1
36,1,53,1,0,0
37,1,60,1,0,0
35,2,182,1,0,1
40,1,77,1,0,0
37,1,210,1,0,1
29,1,56,1,0,1
41,1,194,0,0,1
37,1,64,1,0,1
42,1,56,0,1,1
42,2,57,0,0,1
40,1,68,1,0,1
35,4,1304,0,0,0
33,1,82,1,0,0
35,2,55,1,0,0
34,1,192,0,0,0
34,2,70,0,0,0
33,2,223,0,1,1
40,1,564,0,1,1
45,1,66,0,0,0
36,1,94,0,0,1
34,1,75,1,0,0
41,1,66,1,0,1
39,1,66,1,0,0
39,1,388,0,0,1
37,2,129,0,0,1
39,4,2070,1,1,0
37,2,627,0,0,0
41,1,73,1,0,1
43,1,52,1,0,1
34,2,147,0,0,0
36,6,2873,1,1,0
37,1,80,1,0,0
37,1,55,1,1,1
38,2,465,1,0,1
48,1,92,1,0,1
39,2,441,0,0,0
40,1,56,0,0,1
32,2,53,0,0,0
38,1,61,0,0,0
33,1,95,1,0,0
39,3,75,0,0,1
40,5,1950,0,1,0
30,2,77,1,0,1
37,1,58,0,0,0
41,4,1185,0,0,0
35,2,173,1,0,1
39,1,54,1,0,0
32,2,860,1,0,0
36,2,497,1,0,1
44,2,58,0,1,1
39,1,261,1,0,1
42,1,67,1,0,1
33,1,59,1,0,0
37,2,55,1,0,0
41,2,175,0,1,0
37,2,69,1,0,1
39,3,75,1,0,1
42,2,65,0,0,0
44,1,71,1,0,1
41,1,89,0,0,1
35,3,668,1,1,0
36,1,146,0,0,0
36,1,63,0,0,1
35,1,66,0,0,1
35,1,56,1,0,0
46,1,72,1,0,1
31,2,55,0,1,1
34,2,51,1,0,1
45,2,127,1,0,1
39,6,1970,0,1,0
37,2,151,0,0,1
32,2,224,0,0,0
35,1,92,0,0,1
40,2,51,0,0,0
39,1,105,1,0,1
37,2,1245,1,0,1
34,2,147,1,0,1
40,1,52,0,0,0
41,1,55,0,0,1
39,2,52,0,0,1
31,2,437,1,0,0
42,2,155,1,1,0
39,1,57,0,0,0
37,1,62,0,0,0
41,3,1698,1,0,0
35,2,99,0,0,1
39,1,51,0,1,1
36,1,326,0,0,1
36,1,64,1,0,0
43,1,61,0,0,1
32,1,91,0,0,0
40,1,55,0,0,1
37,3,173,0,0,0
38,1,60,1,0,1
29,2,60,1,0,1
43,2,166,0,0,1
35,1,89,1,0,1
39,2,52,1,0,0
40,1,251,1,0,1
35,1,60,0,0,0
41,4,783,1,0,0
51,5,1147,0,0,1
40,2,358,0,0,0
32,1,52,1,0,1
42,3,207,0,0,1
37,7,3999,1,1,0
31,2,437,1,0,0
47,1,241,1,0,1
55,8,4339,1,1,1
37,2,1245,1,0,0
32,2,224,1,0,0
33,2,65,0,0,0
35,1,92,1,0,0
29,1,52,0,0,1
36,3,611,0,1,1
38,1,75,0,0,1
37,1,60,0,0,0
33,2,95,1,0,1
34,2,63,1,0,1
38,1,215,0,0,1
42,2,54,0,0,0
36,3,553,0,1,1
43,2,52,0,0,0
38,1,57,0,1,0
35,1,70,1,0,0
40,2,87,0,0,0
39,3,840,1,0,1
40,1,56,1,0,0
54,1,241,0,0,1
34,1,58,1,0,0
36,1,63,1,0,0
36,1,85,1,0,1
33,1,63,1,0,1
42,6,3064,1,0,1
38,2,201,1,0,1
35,1,59,1,0,1
39,1,132,0,0,1
43,1,52,0,0,0
38,4,1478,1,0,1
31,2,1238,0,0,0
42,2,70,0,0,1
41,1,59,0,1,1
33,2,100,1,0,0
37,1,59,0,0,0
37,2,577,0,0,0
32,1,68,0,0,0
44,1,54,1,0,0
29,2,124,0,0,1
43,1,62,1,0,0
54,8,5295,1,1,0
35,1,205,0,0,0
32,1,187,1,0,1
38,4,1478,1,0,0
35,1,92,1,0,0
36,2,485,1,0,1
41,1,59,0,0,1
40,2,1173,0,0,1
38,2,54,0,0,1
35,1,57,1,0,1
38,2,105,1,0,1
35,1,61,1,0,1
36,1,54,0,0,0
39,2,192,1,0,1
37,2,76,0,0,1
40,2,87,1,0,0
36,1,63,0,0,1
39,1,57,0,0,1
39,2,374,1,1,0
35,1,61,0,0,0
37,2,577,1,0,1
42,2,234,0,0,1
42,2,64,0,0,1
36,1,53,1,0,0
33,1,55,0,0,0
30,1,54,1,0,1
38,1,268,1,0,1
40,2,74,1,0,0
31,1,150,1,0,1
34,1,56,0,0,0
38,2,363,0,0,1
31,1,52,1,0,1
39,4,1403,0,0,1
33,1,63,0,0,1
38,1,73,1,1,0
29,4,1607,0,0,0
38,1,62,1,1,0
38,1,59,0,0,0
40,1,51,0,0,1
40,2,65,1,0,0
35,2,497,1,0,0
37,2,129,1,0,0
42,1,841,0,0,0
40,1,60,0,0,0
34,2,57,1,1,0
36,1,146,1,0,0
39,2,52,0,0,1
34,1,52,1,1,1
35,2,389,1,0,0
31,1,150,1,0,0
37,3,647,0,0,0
41,1,263,0,0,0
30,1,59,1,0,1
41,2,69,1,0,0
36,1,85,0,0,1
34,1,110,1,0,1
34,1,60,1,0,1
37,2,153,0,0,0
41,1,54,0,0,1
29,1,57,1,0,1
37,1,235,0,0,0
35,1,69,0,1,1
37,1,65,1,0,0
43,2,76,0,0,0
36,1,206,1,0,0
32,1,78,1,0,1
33,1,83,0,0,1
34,1,194,0,0,0
37,1,89,0,0,1
34,1,596,0,0,0
44,2,73,0,1,0
34,1,85,0,0,0
37,1,61,1,0,1
38,2,379,0,0,1
43,2,68,0,0,0
35,1,246,0,0,1
38,1,52,0,0,1
44,1,55,0,0,1
40,1,80,0,0,1
38,6,2744,1,1,0
35,1,72,0,0,1
29,2,60,0,0,0
42,1,55,0,0,0
39,1,57,1,0,0
37,1,54,1,0,0
37,3,173,0,0,0
43,1,52,1,0,1
34,1,116,0,0,0
32,1,52,1,0,1
42,1,63,1,0,0
37,2,239,1,0,1
39,1,212,1,0,1
44,1,64,0,0,1
35,1,89,0,0,0
38,2,76,0,0,0
38,2,54,1,0,1
42,2,234,0,0,0
42,2,70,0,0,0
41,2,118,0,0,1
39,1,53,0,0,1
42,1,51,1,0,0
39,4,2070,0,1,1
30,1,52,0,1,0
30,1,56,1,0,0
43,1,51,1,0,1
41,2,81,0,0,0
40,2,308,1,0,0
36,1,72,1,0,1
37,1,55,1,0,1
33,1,55,0,0,1
38,1,215,1,0,1
36,8,4802,0,1,1
43,1,51,1,1,0
36,1,111,0,0,1
37,1,62,0,0,1
39,2,698,1,0,1
42,1,400,0,0,1
42,1,58,0,0,1
34,1,185,0,0,1
43,1,61,1,0,1
40,1,95,1,0,1
42,2,58,0,0,0
35,2,238,1,0,1
37,1,96,1,0,0
36,1,62,0,1,1
38,1,142,0,0,0
37,2,53,0,0,1
32,2,68,1,0,0
41,1,73,1,0,0
41,1,57,0,0,1
42,2,54,0,0,1
40,4,956,0,0,0
34,2,156,0,0,1
32,1,217,1,0,0
38,2,78,0,0,0
42,4,832,0,0,0
35,1,54,0,0,0
33,2,55,1,0,1
37,2,459,0,0,1
34,1,185,0,0,1
36,2,335,0,0,1
38,1,51,1,0,1
41,2,100,0,0,1
32,1,75,0,0,1
22,1,58,1,0,1
39,6,1970,1,1,1
32,2,484,1,0,0
39,1,95,1,0,0
33,2,91,0,0,1
41,1,59,0,0,0
49,6,3165,0,1,1
44,2,55,1,0,1
35,1,62,1,0,1
35,1,66,1,0,1
24,1,56,0,0,1
33,1,67,1,0,0
37,2,118,1,0,1
33,2,223,0,0,0
35,1,125,1,0,1
35,1,62,0,0,1
34,1,715,0,0,0
38,3,186,1,0,1
25,1,627,0,0,1
43,2,62,1,0,1
39,2,51,0,0,0
40,1,564,1,0,0
44,1,61,1,0,1
39,5,2216,1,1,0
34,2,493,0,1,1
38,1,53,1,0,1
39,1,69,0,0,0
35,2,51,0,0,1
37,3,64,1,0,1
37,2,77,1,0,0
39,2,54,0,0,1
40,1,56,1,0,0
42,2,57,0,1,1
41,2,679,0,1,1
28,1,79,0,0,1
40,2,1173,1,0,1
41,1,95,0,0,1
37,1,120,1,0,1
35,1,51,0,1,0
42,3,1206,0,0,1
35,1,62,0,0,0
40,1,58,1,0,0
36,2,84,0,0,1
41,2,59,1,0,0
45,2,59,0,0,1
41,1,58,1,0,1
39,1,105,1,0,0
38,2,105,0,0,0
38,1,52,0,0,0
40,2,156,1,0,0
34,1,86,1,0,0
41,1,248,0,0,1
32,2,53,0,0,1
36,1,204,1,0,0
36,1,60,0,0,1
47,12,8430,1,1,0
36,3,51,0,0,0
36,1,65,0,0,1
37,2,87,0,0,0
35,1,57,0,0,1
44,1,62,1,0,1
38,1,75,0,1,1
38,4,88,0,0,0
31,1,54,1,0,0
41,1,59,0,0,1
44,1,64,1,0,1
36,3,484,1,0,0
42,2,54,1,0,1
37,2,69,0,0,1
44,1,61,1,0,1
38,2,50,0,0,0
41,1,185,0,1,1
41,3,292,0,0,1
35,2,182,0,0,1
33,1,68,0,0,1
35,1,56,0,0,1
41,1,54,1,0,0
37,3,64,1,0,0
42,2,79,0,0,1
37,2,419,0,0,1
39,2,51,1,0,1
41,1,73,1,0,1
40,1,80,1,0,1
31,1,56,0,0,0
46,7,3025,1,1,0
37,3,260,0,0,0
37,2,77,0,0,1
38,1,123,1,0,0
44,1,56,0,0,0
34,2,493,0,0,0
42,2,58,1,0,1
46,1,51,1,0,1
35,1,68,1,0,1
34,1,86,1,0,0
38,2,408,0,0,0
29,1,53,0,0,1
30,2,162,0,0,1
29,2,124,0,0,0
37,2,151,1,0,0
38,1,139,1,0,0
42,1,59,0,0,0
38,1,142,0,0,0
39,2,54,1,0,0
37,3,80,0,0,1
37,1,55,0,0,1
41,10,5330,1,1,0
29,1,57,0,1,1
38,4,88,1,1,0
35,1,439,0,0,1
35,2,199,0,0,0
42,2,194,0,0,1
29,1,149,1,0,0
39,1,388,1,0,1
34,1,192,0,0,1
38,1,58,1,0,1
39,1,54,0,1,1
37,3,63,0,0,1
36,2,71,0,0,1
42,2,234,0,0,1
37,1,195,0,0,0
35,1,66,1,0,1
35,2,55,0,0,1
34,1,116,0,0,0
35,2,66,0,0,0
37,1,65,0,0,1
35,1,176,0,0,1
35,3,668,1,1,1
47,12,8430,1,1,1
39,4,451,0,0,1
36,1,484,0,0,1
39,3,339,0,0,1
36,1,437,1,0,1
40,1,65,0,0,0
31,2,248,1,0,0
28,4,561,1,0,0
43,2,166,0,0,0
40,2,74,1,0,1
40,2,389,0,0,1
40,1,71,0,1,1
47,8,3772,0,1,0
32,1,58,1,0,0
34,3,64,0,0,1
37,1,55,0,0,1
33,2,205,1,0,0
33,1,219,1,0,0
41,1,57,0,0,0
44,1,84,0,0,1
40,1,68,1,0,1
42,1,91,1,0,0
58,8,4099,1,1,0
35,1,62,0,0,1
36,1,56,1,1,0
35,2,58,1,0,1
42,3,183,0,0,1
39,2,62,0,0,0
39,1,83,0,0,1
30,1,81,1,0,0
31,1,57,0,0,0
42,2,78,0,0,1
42,1,67,1,0,0
34,2,63,1,0,0
35,1,52,0,0,1
35,1,52,0,0,0
39,2,62,1,0,1
36,1,70,1,0,0
37,1,203,0,0,0
36,1,60,1,0,1
38,2,77,1,0,0
32,1,67,0,0,0
38,1,60,0,0,1
33,1,54,1,0,0
40,1,164,0,0,1
43,1,52,0,1,1
36,2,57,0,0,0
41,1,59,1,0,1
33,1,52,0,0,1
42,1,59,0,0,0
42,2,52,0,0,0
37,2,77,1,0,1
34,1,65,1,0,0
41,4,56,1,0,0
44,2,88,1,0,1
38,1,187,0,0,0
39,2,374,1,0,1
41,1,54,1,0,1
35,2,317,0,0,0
40,2,389,0,0,0
32,2,118,1,0,1
25,1,51,1,0,1
37,1,80,1,0,0
34,2,105,0,1,1
43,1,105,0,0,1
33,2,56,1,0,0
33,2,125,0,0,1
38,1,53,0,0,1
35,1,51,0,0,1
54,6,2286,0,1,1
42,2,155,0,0,0
43,1,65,0,0,1
36,1,53,0,1,1
35,2,74,0,0,1
42,2,62,0,1,1
37,2,129,1,0,0
39,1,105,0,0,1
36,2,64,1,0,1
30,2,71,1,0,0
39,2,1235,0,0,0
34,1,222,1,0,1
38,1,89,1,0,0
38,1,195,0,0,0
41,1,82,0,0,0
34,1,60,1,0,1
34,2,493,0,0,0
29,4,1607,1,1,0
38,2,201,1,1,0
35,1,225,1,0,0
35,1,60,1,0,0
54,8,5295,1,1,1
35,2,95,1,0,0
37,2,118,0,0,1
33,2,254,0,0,1
30,1,52,1,0,0
33,2,56,0,0,1
37,1,55,0,0,0
40,2,389,0,0,0
39,1,70,0,1,1
34,1,91,1,0,1
34,2,231,0,1,0
43,2,68,1,0,1
39,2,73,1,0,0
41,2,59,0,0,0
36,3,549,0,0,1
34,1,715,1,0,0
39,2,576,1,1,0
33,1,51,0,0,0
33,2,205,1,0,0
39,1,83,0,1,1
43,1,56,0,0,0
37,6,2620,0,1,0
36,2,54,1,0,0
30,1,251,0,1,1
34,1,85,1,0,0
41,1,132,0,0,0
40,2,81,0,0,0
41,2,647,0,0,1
41,2,59,0,0,0
44,1,127,1,0,1
37,1,86,0,0,0
40,1,65,0,0,0
38,2,163,0,0,0
41,1,72,0,0,1
33,1,58,0,0,0
32,2,54,0,0,0
29,4,1607,1,0,1
32,3,56,0,0,1
42,2,57,1,0,1
43,2,68,1,0,0
37,1,210,0,0,1
35,1,58,0,0,0
34,1,91,0,0,0
36,2,59,1,0,1
40,1,55,0,0,1
37,1,81,0,0,1
34,1,144,0,0,1
41,1,94,0,0,0
39,2,55,0,1,1
33,2,205,1,0,1
49,6,3165,0,1,0
35,1,52,0,0,0
35,2,389,0,1,1
40,1,68,1,0,1
31,2,79,0,0,1
31,1,56,1,0,0
37,2,129,1,0,1
41,1,59,0,0,0
37,1,84,0,0,1
32,2,56,0,0,0
47,1,76,1,1,1
36,2,54,0,0,1
35,1,150,1,0,1
30,1,52,1,0,1
42,2,52,1,1,0
38,2,76,1,0,1
44,1,55,0,0,0
42,1,77,0,0,0
40,1,51,0,0,1
41,1,248,0,0,0
46,2,55,0,0,0
38,6,2744,1,0,1
40,1,61,1,0,0
34,2,493,0,0,0
41,1,53,1,0,0
46,2,943,0,0,1
43,3,73,0,1,1
33,1,51,0,0,1
37,1,64,1,0,0
34,2,214,0,0,1
35,1,59,1,0,1
43,1,62,0,0,1
50,1,111,0,0,1
36,1,53,1,0,0
37,1,54,1,0,0
33,1,219,1,0,1
43,2,176,1,0,0
44,1,66,1,0,0
42,2,234,0,0,0
38,2,163,1,0,0
34,2,53,0,0,1
41,1,229,1,1,0
37,2,80,1,0,1
41,2,51,0,0,0
36,2,51,0,0,1
39,2,576,0,0,1
44,1,71,0,0,0
38,2,359,1,0,1
41,1,89,1,0,1
41,1,229,0,0,1
37,2,53,0,0,1
41,4,783,0,0,0
41,2,51,1,0,1
34,1,110,0,0,1
41,1,95,1,0,1
37,1,71,0,0,1
35,1,56,1,0,1
44,1,84,0,0,0
38,3,186,1,0,1
42,7,2736,0,0,1
38,2,75,1,0,1
42,2,57,0,0,0
29,1,80,1,0,1
35,1,56,0,0,0
32,1,350,0,0,1
36,1,53,0,0,1
37,3,647,0,0,0
39,3,339,0,0,1
40,2,167,0,0,1
35,1,436,1,0,0
38,1,75,0,0,0
44,1,62,1,0,1
44,1,56,0,0,1
34,1,55,0,0,1
37,1,52,1,0,0
50,1,111,1,0,1
33,1,54,1,0,1
38,1,109,1,0,1
35,4,1059,0,0,0
34,2,214,1,1,0
35,1,55,1,0,1
43,1,59,1,0,0
37,1,54,1,0,1
40,3,65,1,0,0
41,1,72,1,1,1
34,3,546,0,0,0
40,4,956,0,1,1
42,1,58,1,0,1
39,1,67,0,0,0
41,2,257,0,0,0
34,2,57,1,0,1
35,1,56,1,0,1
37,5,2101,1,0,1
38,2,141,0,0,0
44,1,55,0,0,0
38,1,98,1,0,1
37,1,53,1,0,0
39,2,1064,1,0,1
35,2,65,1,0,0
35,1,51,1,0,0
41,2,51,1,0,0
35,1,73,0,0,0
41,2,60,1,0,1
35,1,62,1,0,1
30,1,52,1,0,1
