userid,recency,frequency,monetary,rfm1,rfm2,buyer,ordersize,platform,category,mobile_os
110519413,9,1,36.9,153,153,0,0,"App",9,"android"
110519641,9,1,39.9,153,153,0,0,"App",9,"android"
110520268,9,1,39.9,153,153,0,0,"App",9,"android"
110520303,9,1,38,153,153,0,0,"App",9,"android"
110521095,9,1,6.8,155,155,0,0,"App",9,"android"
110521755,9,1,52,153,153,0,0,"App",9,"android"
110523409,9,1,27.5,154,154,0,0,"App",9,"android"
110524901,9,1,36.9,153,153,0,0,"App",9,"android"
110527233,9,1,43,153,153,0,0,"App",9,"android"
110527882,9,8,36.8,113,113,0,0,"App",9,"android"
110529477,9,1,79.8,152,152,0,0,"App",9,"android"
110529725,9,1,6.8,155,155,0,0,"App",9,"android"
110530085,9,1,6.8,155,155,0,0,"App",9,"android"
110530448,9,1,39.9,153,153,0,0,"App",9,"android"
110531010,9,1,6.8,155,155,0,0,"App",9,"android"
110532302,9,1,670,151,151,0,0,"App",9,"android"
52549679,425,5,11,515,515,0,0,"App",9,"android"
52605077,425,1,59,553,553,0,0,"Browser",9,"android"
52797252,423,1,79.8,552,552,0,0,"Browser",9,"android"
52958514,421,3,278,521,521,0,0,"Browser",9,"android"
53007398,420,6,17.8,515,515,0,0,"App",9,"android"
54374047,414,2,6.8,535,535,0,0,"App",9,"android"
54760569,410,3,59.9,523,523,0,0,"Browser",9,"android"
55411945,403,7,98,512,512,0,0,"App",9,"android"
55417495,403,1,6.8,555,555,0,0,"Browser",9,"android"
55844240,400,1,34,554,554,0,0,"Browser",9,"android"
56635621,392,3,50,523,523,0,0,"App",9,"android"
57019881,388,1,139,551,551,0,0,"App",9,"android"
57834079,379,1,33.9,554,554,0,0,"Browser",9,"android"
57842689,379,2,28.8,534,534,0,0,"App",9,"android"
58041131,376,2,6.8,535,535,0,0,"App",9,"android"
58249167,374,2,18,535,535,0,0,"App",9,"android"
59603345,358,1,58,553,553,0,0,"App",9,"android"
60013948,352,1,49.9,553,553,0,0,"App",9,"android"
60052075,352,1,6.8,555,555,0,0,"App",9,"android"
60863643,344,3,308,521,521,0,0,"App",9,"android"
60919015,343,4,17.9,525,525,0,0,"App",9,"android"
61150527,340,1,17,555,555,0,0,"App",9,"android"
61471005,336,3,172.5,521,521,0,0,"App",9,"android"
61720913,333,4,106,522,522,0,0,"Browser",9,"android"
61974188,331,2,188.7,531,531,0,0,"App",9,"android"
61986489,330,3,59,523,523,0,0,"App",9,"android"
62086678,329,1,159,551,551,0,0,"App",9,"android"
62203283,328,1,48.8,553,553,0,0,"Browser",9,"android"
62252409,327,1,98,552,552,0,0,"Browser",9,"android"
62268887,327,2,129,531,531,0,0,"App",9,"android"
62439052,325,2,13.5,535,535,0,0,"Browser",9,"android"
62474990,325,6,34,514,514,0,0,"App",9,"android"
62560971,323,1,80,552,552,0,0,"App",9,"android"
63062447,318,2,6.8,535,535,0,0,"App",9,"android"
63452183,312,2,40,533,533,0,0,"App",9,"android"
63737224,310,5,6.8,515,515,0,0,"App",9,"android"
64756858,298,1,96,552,552,0,0,"App",9,"android"
64947938,296,3,6.8,525,525,0,0,"App",9,"android"
65860468,286,3,98,522,522,0,0,"App",9,"android"
65977578,285,1,6.8,555,555,0,0,"App",9,"android"
66256031,282,7,28.8,514,514,0,0,"Browser",9,"android"
66256488,282,2,49,533,533,0,0,"App",9,"android"
66294734,282,1,35.9,554,554,0,0,"Browser",9,"android"
66480788,280,1,28,554,554,0,0,"App",9,"android"
66919179,275,1,15.9,555,555,0,0,"Browser",9,"android"
66924701,275,1,6.8,555,555,0,0,"App",9,"android"
67035106,274,4,29,524,524,0,0,"Browser",9,"android"
67232708,272,1,140,551,551,0,0,"Browser",9,"android"
67444228,270,1,406,551,551,0,0,"App",9,"android"
67538897,270,2,79.8,532,532,0,0,"App",9,"android"
68093589,265,1,48,553,553,0,0,"App",9,"android"
68730204,260,2,43.5,533,533,0,0,"Browser",9,"android"
68873438,259,2,6.8,535,535,0,0,"App",9,"android"
69008418,258,2,29.8,534,534,0,0,"Browser",9,"android"
69155945,256,4,165,521,521,0,0,"App",9,"android"
69270947,255,5,9.8,515,515,0,0,"App",9,"android"
69435203,254,3,59,523,523,0,0,"Browser",9,"android"
70216587,247,8,6.8,515,515,0,0,"App",9,"android"
70622118,243,5,101.4,512,512,0,0,"App",9,"android"
70896128,241,1,6.8,555,555,0,0,"App",9,"android"
70945359,240,1,86,552,552,0,0,"Browser",9,"android"
71136773,238,1,46.8,553,553,0,0,"App",9,"android"
71309978,237,5,6.8,515,515,0,0,"App",9,"android"
71665345,234,4,6.8,525,525,0,0,"App",9,"android"
71736870,233,1,28.8,554,554,0,0,"App",9,"android"
71761341,232,1,295,551,551,0,0,"App",9,"android"
72022982,230,1,6.8,555,555,0,0,"App",9,"android"
72157849,228,1,17.9,555,555,0,0,"Browser",9,"android"
72329901,226,1,698,551,551,0,0,"Browser",9,"android"
72465119,225,1,6.8,555,555,0,0,"App",9,"android"
73019497,221,1,32.9,554,554,0,0,"Browser",9,"android"
73311896,219,1,86,552,552,0,0,"App",9,"android"
74502163,211,2,6.8,535,535,0,0,"Browser",9,"android"
74942931,208,2,59.8,533,533,0,0,"Browser",9,"android"
75299447,206,1,6.8,555,555,0,0,"App",9,"android"
75563695,203,1,6.8,555,555,0,0,"App",9,"android"
75638669,203,4,6.8,525,525,0,0,"App",9,"android"
75696731,202,4,88,522,522,0,0,"App",9,"android"
75905719,200,3,6.8,525,525,0,0,"App",9,"android"
75956956,200,3,6.8,525,525,0,0,"Browser",9,"android"
76037059,200,3,59.9,523,523,0,0,"App",9,"android"
76124952,199,7,6.8,515,515,0,0,"App",9,"android"
76184506,199,3,268,521,521,0,0,"App",9,"android"
76320014,198,4,108,522,522,0,0,"App",9,"android"
76908639,194,2,29.8,534,534,0,0,"Browser",9,"android"
76923849,193,1,29,554,554,0,0,"App",9,"android"
77163133,192,1,234,551,551,0,0,"App",9,"android"
77305235,192,1,88,552,552,0,0,"Browser",9,"android"
77334517,191,1,6.8,555,555,0,0,"App",9,"android"
77417406,191,1,6.8,555,555,0,0,"Browser",9,"android"
77535665,190,1,255,551,551,0,0,"App",9,"android"
77538513,190,1,6.8,555,555,0,0,"App",9,"android"
77569899,189,4,9.9,525,525,0,0,"App",9,"android"
77786093,188,1,59,553,553,0,0,"App",9,"android"
77808780,188,6,269,511,511,0,0,"App",9,"android"
77924688,187,9,6.8,515,515,0,0,"App",9,"android"
78018849,186,1,359.2,551,551,0,0,"Browser",9,"android"
78032630,186,2,9.8,535,535,0,0,"App",9,"android"
78070991,186,1,92,552,552,0,0,"App",9,"android"
78090063,186,2,312,531,531,0,0,"App",9,"android"
78239971,185,2,100.5,532,532,0,0,"App",9,"android"
78330997,184,5,59,513,513,0,0,"App",9,"android"
78382701,184,8,14.9,515,515,0,0,"App",9,"android"
78398115,183,1,6.8,555,555,0,0,"App",9,"android"
78571133,182,1,23.8,554,554,0,0,"Browser",9,"android"
78587847,182,2,96,532,532,0,0,"App",9,"android"
78765767,180,1,35.9,554,554,0,0,"App",9,"android"
78958995,179,3,8,525,525,0,0,"App",9,"android"
79069705,178,1,79,552,552,0,0,"App",9,"android"
79095057,178,2,6.8,535,535,0,0,"App",9,"android"
79306294,176,2,88,532,532,0,0,"App",9,"android"
79511921,174,2,29.9,534,534,0,0,"Browser",9,"android"
79822125,171,1,23.4,554,554,0,0,"App",9,"android"
79871137,171,2,188,531,531,0,0,"Browser",9,"android"
79899710,171,6,155,511,511,0,0,"Browser",9,"android"
79911814,171,3,6.8,525,525,0,0,"App",9,"android"
80174315,169,7,99,512,512,0,0,"App",9,"android"
80234760,168,1,59,553,553,0,0,"App",9,"android"
80269496,168,1,176,551,551,0,0,"App",9,"android"
80281158,168,1,188,551,551,0,0,"App",9,"android"
80310594,167,1,95.8,552,552,0,0,"App",9,"android"
80385062,167,2,6.8,535,535,0,0,"App",9,"android"
80584475,165,2,6.8,535,535,0,0,"Browser",9,"android"
80901251,163,6,90,512,512,0,0,"App",9,"android"
81021382,162,2,39.9,533,533,0,0,"App",9,"android"
81051926,162,2,75,532,532,0,0,"App",9,"android"
81335308,160,2,15.9,535,535,0,0,"App",9,"android"
81336515,160,6,152,511,511,0,0,"App",9,"android"
81512356,158,2,128,531,531,0,0,"App",9,"android"
81529341,158,1,158,551,551,0,0,"App",9,"android"
81660371,157,2,58,533,533,0,0,"App",9,"android"
81721008,157,1,88,552,552,0,0,"Browser",9,"android"
81731912,157,4,28.8,524,524,0,0,"Browser",9,"android"
81748574,157,9,29.9,514,514,0,0,"Browser",9,"android"
82030699,154,4,236,521,521,0,0,"App",9,"android"
82088471,154,8,89.7,512,512,0,0,"App",9,"android"
82102756,154,5,58,513,513,0,0,"App",9,"android"
82663000,150,4,98,522,522,0,0,"App",9,"android"
82761648,149,1,6.8,555,555,0,0,"App",9,"android"
82808742,149,1,6.8,555,555,0,0,"App",9,"android"
82852745,148,1,6.8,555,555,0,0,"App",9,"android"
83052522,147,1,79.8,552,552,0,0,"Browser",9,"android"
83055507,147,1,336,551,551,0,0,"App",9,"android"
83278741,145,3,170,521,521,0,0,"App",9,"android"
83359044,145,2,93,532,532,0,0,"App",9,"android"
83509837,144,5,16,515,515,0,0,"Browser",9,"android"
83679868,143,1,137,551,551,0,0,"Browser",9,"android"
83990470,140,1,179.4,551,551,0,0,"App",9,"android"
84062862,140,1,99,552,552,0,0,"App",9,"android"
84095826,140,1,35,554,554,0,0,"App",9,"android"
84226523,139,2,29.9,534,534,0,0,"App",9,"android"
84362401,138,4,6.8,525,525,0,0,"App",9,"android"
84365839,138,6,6.8,515,515,0,0,"App",9,"android"
84421241,138,1,6.8,555,555,0,0,"App",9,"android"
84524175,137,6,89,512,512,0,0,"App",9,"android"
84639808,136,9,9.9,515,515,0,0,"App",9,"android"
84671215,136,5,28,514,514,0,0,"App",9,"android"
84829399,135,1,48,553,553,0,0,"App",9,"android"
85025864,133,2,34,534,534,0,0,"App",9,"android"
85233418,132,3,34,524,524,0,0,"App",9,"android"
85512251,130,2,396,531,531,0,0,"Browser",9,"android"
85548711,130,8,25.6,514,514,0,0,"Browser",9,"android"
85576526,129,1,79.8,552,552,0,0,"App",9,"android"
85708368,129,1,88,552,552,0,0,"App",9,"android"
85822249,128,3,31.6,524,524,0,0,"App",9,"android"
85978221,127,4,100,522,522,0,0,"Browser",9,"android"
86121870,126,2,89,532,532,0,0,"App",9,"android"
86211982,125,1,6.8,555,555,0,0,"Browser",9,"android"
86225995,125,3,98,522,522,0,0,"Browser",9,"android"
86232439,125,9,239.6,511,511,0,0,"App",9,"android"
86342516,124,1,11.5,555,555,0,0,"Browser",9,"android"
86382947,123,1,6.8,555,555,0,0,"App",9,"android"
86438672,123,4,30,524,524,0,0,"App",9,"android"
86529601,122,1,6.8,555,555,0,0,"App",9,"android"
86674417,122,1,332,551,551,0,0,"App",9,"android"
86797763,121,4,17.7,525,525,0,0,"Browser",9,"android"
86922927,120,3,92,522,522,0,0,"App",9,"android"
86950595,120,3,49,523,523,0,0,"App",9,"android"
86952228,120,3,159.6,521,521,0,0,"App",9,"android"
87033482,119,1,58,553,553,0,0,"App",9,"android"
87105875,119,2,45,533,533,0,0,"App",9,"android"
87165773,118,1,6.8,555,555,0,0,"App",9,"android"
87216953,118,2,6.8,535,535,0,0,"App",9,"android"
87434022,116,2,25.5,534,534,0,0,"Browser",9,"android"
87525771,116,2,39.9,533,533,0,0,"App",9,"android"
87896164,113,2,16.8,535,535,0,0,"App",9,"android"
87904798,113,6,6.8,515,515,0,0,"App",9,"android"
87956334,113,1,98,552,552,0,0,"App",9,"android"
88020602,112,4,49,523,523,0,0,"App",9,"android"
88111616,112,8,6.9,515,515,0,0,"App",9,"android"
88269479,110,2,58,533,533,0,0,"App",9,"android"
88273814,110,1,25,554,554,0,0,"App",9,"android"
88427255,109,8,98,512,512,0,0,"App",9,"android"
88497498,109,2,6.8,535,535,0,0,"App",9,"android"
88505864,109,5,198,511,511,0,0,"App",9,"android"
88522825,109,1,49.8,553,553,0,0,"App",9,"android"
88677346,108,2,16.8,535,535,0,0,"App",9,"android"
88677689,108,3,288,521,521,0,0,"App",9,"android"
88748012,108,1,79.9,552,552,0,0,"App",9,"android"
88845160,107,2,18,535,535,0,0,"App",9,"android"
88989446,106,1,29.9,554,554,0,0,"App",9,"android"
89029827,106,4,398,521,521,0,0,"App",9,"android"
89071758,106,1,45,553,553,0,0,"App",9,"android"
89107929,106,1,248,551,551,0,0,"App",9,"android"
89150491,105,1,29.8,554,554,0,0,"App",9,"android"
89323923,104,1,13.8,555,555,0,0,"App",9,"android"
89599055,102,1,698,551,551,0,0,"App",9,"android"
89607267,102,3,8.5,525,525,0,0,"App",9,"android"
89609567,102,2,29,534,534,0,0,"App",9,"android"
89626808,101,4,6.8,525,525,0,0,"App",9,"android"
89655769,101,1,88,552,552,0,0,"App",9,"android"
89710434,101,1,392,551,551,0,0,"Browser",9,"android"
89766809,101,2,88,532,532,0,0,"App",9,"android"
89910072,99,7,158,511,511,0,0,"App",9,"android"
89917309,99,1,168,551,551,0,0,"App",9,"android"
89944529,99,5,13,515,515,0,0,"App",9,"android"
89989016,99,1,158,551,551,0,0,"App",9,"android"
90022194,98,1,6.8,555,555,0,0,"App",9,"android"
90024615,98,1,13.9,555,555,0,0,"App",9,"android"
90115525,98,6,288,511,511,0,0,"App",9,"android"
90119412,98,1,45.9,553,553,0,0,"App",9,"android"
90374591,96,5,106,512,512,0,0,"Browser",9,"android"
90385722,95,1,342,551,551,0,0,"App",9,"android"
90588152,94,5,45.9,513,513,0,0,"App",9,"android"
90646642,94,6,177,511,511,0,0,"App",9,"android"
90771406,93,2,6.8,535,535,0,0,"App",9,"android"
90845961,93,1,198,551,551,0,0,"App",9,"android"
90980012,92,1,9.9,555,555,0,0,"App",9,"android"
91108316,91,3,6.8,525,525,0,0,"App",9,"android"
91137275,90,1,6.8,555,555,0,0,"App",9,"android"
91375571,89,1,11.9,555,555,0,0,"App",9,"android"
91526788,88,1,150,551,551,0,0,"App",9,"android"
91550684,87,6,178,511,511,0,0,"App",9,"android"
91616139,87,3,88,522,522,0,0,"App",9,"android"
91675942,87,1,89,552,552,0,0,"App",9,"android"
91766044,86,2,7.8,535,535,0,0,"App",9,"android"
91901215,85,3,15.8,525,525,0,0,"App",9,"android"
92109300,84,1,6.8,555,555,0,0,"App",9,"android"
92151379,83,1,6.8,555,555,0,0,"App",9,"android"
92356681,82,1,35,554,554,0,0,"App",9,"android"
92372120,82,6,6.8,515,515,0,0,"App",9,"android"
92416722,81,7,179.5,511,511,0,0,"App",9,"android"
92471528,81,1,6.8,555,555,0,0,"App",9,"android"
92521112,81,3,28.8,524,524,0,0,"App",9,"android"
92580755,81,2,138,531,531,0,0,"App",9,"android"
92584029,81,1,79,552,552,0,0,"App",9,"android"
92620041,81,2,85,532,532,0,0,"App",9,"android"
92630031,80,1,29,554,554,0,0,"App",9,"android"
92710097,80,2,98,532,532,0,0,"App",9,"android"
92758812,80,9,6.8,515,515,0,0,"App",9,"android"
92777530,80,2,111,531,531,0,0,"App",9,"android"
92781351,80,1,90,552,552,0,0,"App",9,"android"
92880942,79,1,102,552,552,0,0,"App",9,"android"
93034872,79,2,59.9,533,533,0,0,"Browser",9,"android"
93047692,79,2,6.8,535,535,0,0,"App",9,"android"
93089471,78,2,16.52,535,535,0,0,"App",9,"android"
93096540,78,1,6.8,555,555,0,0,"App",9,"android"
93239255,78,4,12.9,525,525,0,0,"App",9,"android"
93395982,77,8,150,411,411,0,0,"App",9,"android"
93401081,77,3,79.9,422,422,0,0,"App",9,"android"
93470793,76,1,25.8,454,454,0,0,"Browser",9,"android"
93754944,75,4,28.8,424,424,0,0,"App",9,"android"
93833642,74,1,189.5,451,451,0,0,"App",9,"android"
93890979,74,4,45.9,423,423,0,0,"App",9,"android"
93986265,74,1,79,452,452,0,0,"App",9,"android"
93991038,74,1,29.7,454,454,0,0,"App",9,"android"
94003689,74,1,145,451,451,0,0,"Browser",9,"android"
94010887,74,1,176,451,451,0,0,"Browser",9,"android"
94025133,74,1,6.8,455,455,0,0,"Browser",9,"android"
94026989,74,5,12.9,415,415,0,0,"App",9,"android"
94161952,73,1,36,454,454,0,0,"App",9,"android"
94200010,73,3,375,421,421,0,0,"App",9,"android"
94269654,73,4,6.8,425,425,0,0,"App",9,"android"
94286648,73,1,6.8,455,455,0,0,"App",9,"android"
94311307,73,2,59.9,433,433,0,0,"App",9,"android"
94324841,72,2,6.8,435,435,0,0,"App",9,"android"
94374015,72,2,50,433,433,0,0,"App",9,"android"
94490785,72,1,8.8,455,455,0,0,"App",9,"android"
94492131,72,3,6.8,425,425,0,0,"App",9,"android"
94537739,72,5,90,412,412,0,0,"App",9,"android"
94656528,71,2,148,431,431,0,0,"App",9,"android"
94687936,71,5,12.9,415,415,0,0,"App",9,"android"
94709605,71,5,13,415,415,0,0,"App",9,"android"
94710701,71,3,6.8,425,425,0,0,"App",9,"android"
94782645,70,1,350,451,451,0,0,"App",9,"android"
94885851,70,1,6.8,455,455,0,0,"App",9,"android"
94893909,70,4,48,423,423,0,0,"App",9,"android"
94915492,69,8,49,413,413,0,0,"App",9,"android"
94945100,69,1,196,451,451,0,0,"App",9,"android"
95086601,68,9,183.6,411,411,0,0,"App",9,"android"
95178209,68,1,159,451,451,0,0,"App",9,"android"
95218313,68,4,585,421,421,0,0,"App",9,"android"
95322484,67,2,6.8,435,435,0,0,"App",9,"android"
95356164,67,2,6.8,435,435,0,0,"App",9,"android"
95415045,67,1,6.8,455,455,0,0,"Browser",9,"android"
95495316,66,7,6.8,415,415,0,0,"App",9,"android"
95558268,66,3,13.8,425,425,0,0,"App",9,"android"
95572351,66,5,34.9,414,414,0,0,"App",9,"android"
95628673,66,1,28.8,454,454,0,0,"Browser",9,"android"
95649624,66,2,6.8,435,435,0,0,"App",9,"android"
95655124,66,3,15.6,425,425,0,0,"App",9,"android"
95655197,66,2,6.8,435,435,0,0,"App",9,"android"
95673625,66,9,14.8,415,415,0,0,"App",9,"android"
95685322,66,2,25.8,434,434,0,0,"App",9,"android"
95695031,66,4,79.8,422,422,0,0,"App",9,"android"
95741863,65,5,149.5,411,411,0,0,"Browser",9,"android"
95907070,65,9,8,415,415,0,0,"App",9,"android"
95923823,64,1,6.8,455,455,0,0,"App",9,"android"
96018679,64,1,14.9,455,455,0,0,"App",9,"android"
96098535,64,1,6.8,455,455,0,0,"App",9,"android"
96120167,64,1,19.6,455,455,0,0,"App",9,"android"
96182045,63,1,99,452,452,0,0,"App",9,"android"
96183512,63,1,32,454,454,0,0,"App",9,"android"
96250141,63,3,20.9,424,424,0,0,"Browser",9,"android"
96322675,63,3,90,422,422,0,0,"App",9,"android"
96330336,63,3,136,421,421,0,0,"Browser",9,"android"
96374556,63,2,33.9,434,434,0,0,"App",9,"android"
96400241,62,1,76,452,452,0,0,"App",9,"android"
96476839,62,1,6.8,455,455,0,0,"App",9,"android"
96476937,62,3,6.8,425,425,0,0,"App",9,"android"
96598642,62,1,6.8,455,455,0,0,"App",9,"android"
96648365,62,1,12.9,455,455,0,0,"App",9,"android"
96941232,61,1,179.7,451,451,1,209,"App",9,"android"
97035976,61,1,6.8,455,455,0,0,"App",9,"android"
97170076,60,4,78,422,422,0,0,"App",9,"android"
97253704,60,1,6.8,455,455,0,0,"App",9,"android"
97319158,60,1,18,455,455,0,0,"App",9,"android"
97340113,60,2,79,432,432,0,0,"App",9,"android"
97417823,60,1,6.8,455,455,0,0,"App",9,"android"
97451995,60,4,69,422,422,0,0,"App",9,"android"
97488193,60,6,6.8,415,415,0,0,"App",9,"android"
97533423,60,5,6.8,415,415,0,0,"App",9,"android"
97569640,59,1,78,452,452,0,0,"App",9,"android"
97590103,59,4,65,422,422,0,0,"App",9,"android"
97599220,59,1,6.8,455,455,0,0,"App",9,"android"
97621821,59,1,18,455,455,0,0,"App",9,"android"
97683120,59,1,160,451,451,0,0,"App",9,"android"
97702220,59,1,6.8,455,455,0,0,"App",9,"android"
97787658,59,1,6.8,455,455,0,0,"App",9,"android"
97828764,59,1,288,451,451,0,0,"App",9,"android"
97945731,59,1,88,452,452,0,0,"App",9,"android"
98012313,58,1,216,451,451,0,0,"App",9,"android"
98029735,58,2,15.9,435,435,0,0,"App",9,"android"
98031465,58,3,65,422,422,0,0,"App",9,"android"
98059938,58,2,59.9,433,433,0,0,"App",9,"android"
98098532,58,4,6.8,425,425,0,0,"App",9,"android"
98114218,58,8,126,411,411,0,0,"Browser",9,"android"
98160696,58,1,78,452,452,0,0,"App",9,"android"
98208263,58,4,33.9,424,424,0,0,"App",9,"android"
98214038,58,5,45.9,413,413,0,0,"App",9,"android"
98330265,58,3,6.8,425,425,0,0,"App",9,"android"
98377808,58,1,6.8,455,455,0,0,"App",9,"android"
98383999,58,1,6.8,455,455,0,0,"App",9,"android"
98438882,57,1,99,452,452,0,0,"App",9,"android"
98499144,57,1,88,452,452,0,0,"App",9,"android"
98582883,57,1,69,452,452,0,0,"App",9,"android"
98626817,57,1,6.8,455,455,0,0,"App",9,"android"
98633175,57,4,45,423,423,0,0,"App",9,"android"
98635244,57,4,12.9,425,425,0,0,"App",9,"android"
98652722,57,4,29,424,424,0,0,"App",9,"android"
98843469,56,1,79,452,452,0,0,"App",9,"android"
98844169,56,1,79.9,452,452,0,0,"App",9,"android"
98867843,56,6,45,413,413,0,0,"App",9,"android"
98890711,56,4,85.8,422,422,0,0,"App",9,"android"
98936213,56,1,19.9,454,454,0,0,"App",9,"android"
99085578,55,1,42.5,453,453,0,0,"App",9,"android"
99095132,55,1,148,451,451,0,0,"Browser",9,"android"
99103386,55,1,40,453,453,0,0,"App",9,"android"
99158593,55,5,119.9,411,411,0,0,"App",9,"android"
99213695,54,1,6.8,455,455,0,0,"App",9,"android"
99230237,54,6,78,412,412,0,0,"App",9,"android"
99253249,54,1,73.8,452,452,0,0,"App",9,"android"
99268742,54,2,27,434,434,0,0,"App",9,"android"
99326465,54,2,78,432,432,0,0,"App",9,"android"
99408916,54,3,18,425,425,0,0,"App",9,"android"
99443393,54,2,198,431,431,0,0,"App",9,"android"
99457089,54,3,339,421,421,0,0,"App",9,"android"
99458611,54,1,14.9,455,455,0,0,"App",9,"android"
99483357,53,1,29,454,454,0,0,"App",9,"android"
99488667,53,1,6.8,455,455,0,0,"App",9,"android"
99492942,53,1,94,452,452,0,0,"App",9,"android"
99520998,53,1,251.4,451,451,0,0,"App",9,"android"
99569599,53,2,34.9,434,434,0,0,"App",9,"android"
99583799,53,1,24,454,454,0,0,"App",9,"android"
99609776,53,1,198,451,451,0,0,"App",9,"android"
99682298,53,2,8.8,435,435,0,0,"App",9,"android"
99825633,52,1,78,452,452,0,0,"App",9,"android"
99833814,52,3,28,424,424,0,0,"Browser",9,"android"
99848345,52,1,69.9,452,452,0,0,"App",9,"android"
99879252,52,3,34,424,424,0,0,"App",9,"android"
99881579,52,1,6.8,455,455,0,0,"App",9,"android"
100004265,52,1,148,451,451,0,0,"App",9,"android"
100009481,52,4,85,422,422,0,0,"App",9,"android"
100022279,52,3,48,423,423,0,0,"App",9,"android"
100046882,52,3,39,423,423,0,0,"App",9,"android"
100060610,52,1,18.5,455,455,0,0,"App",9,"android"
100103561,51,1,34,454,454,0,0,"App",9,"android"
100107350,51,2,13.8,435,435,0,0,"App",9,"android"
100128115,51,1,35,454,454,0,0,"App",9,"android"
100162575,51,1,165,451,451,0,0,"Browser",9,"android"
100215203,51,2,13.9,435,435,0,0,"App",9,"android"
100219315,51,4,89,422,422,0,0,"App",9,"android"
100225998,51,2,158,431,431,0,0,"Browser",9,"android"
100329205,51,1,78,452,452,0,0,"App",9,"android"
100329506,51,2,25,434,434,0,0,"App",9,"android"
100346180,51,1,39.9,453,453,0,0,"App",9,"android"
100362193,50,3,170,421,421,0,0,"App",9,"android"
100383636,50,1,99.9,452,452,0,0,"App",9,"android"
100479526,50,2,132,431,431,0,0,"App",9,"android"
100526657,50,1,59,453,453,0,0,"App",9,"android"
100667282,49,2,175,431,431,0,0,"App",9,"android"
100683823,49,3,136,421,421,0,0,"App",9,"android"
100692726,49,1,88,452,452,0,0,"App",9,"android"
100939528,48,3,6.8,425,425,0,0,"App",9,"android"
100974086,48,2,6.8,435,435,0,0,"App",9,"android"
101061168,47,4,16.8,425,425,0,0,"App",9,"android"
101084763,47,1,29,454,454,0,0,"App",9,"android"
101098492,47,1,28.8,454,454,0,0,"App",9,"android"
101112920,47,2,68,432,432,0,0,"App",9,"android"
101157934,47,4,28,424,424,0,0,"Browser",9,"android"
101163190,47,1,59,453,453,0,0,"App",9,"android"
101276381,47,1,87.8,452,452,0,0,"App",9,"android"
101291164,47,2,131.96,431,431,0,0,"App",9,"android"
101294013,47,8,119,411,411,0,0,"App",9,"android"
101353944,46,1,6.8,455,455,0,0,"App",9,"android"
101353987,46,3,29.9,424,424,0,0,"App",9,"android"
101381431,46,1,267.9,451,451,0,0,"App",9,"android"
101406783,46,9,6.8,415,415,0,0,"App",9,"android"
101486266,46,1,59,453,453,0,0,"App",9,"android"
101637619,46,8,120,411,411,0,0,"App",9,"android"
101829382,45,1,42,453,453,0,0,"App",9,"android"
101842240,45,2,34,434,434,0,0,"App",9,"android"
101862887,45,4,28,424,424,0,0,"Browser",9,"android"
101867010,45,4,78,422,422,0,0,"App",9,"android"
101901427,45,1,268,451,451,0,0,"App",9,"android"
101907662,45,9,12.9,415,415,0,0,"App",9,"android"
101921212,45,8,6.8,415,415,0,0,"App",9,"android"
102004049,45,3,68,422,422,0,0,"App",9,"android"
102006641,45,1,44,453,453,0,0,"App",9,"android"
102011396,45,2,100,432,432,0,0,"Browser",9,"android"
102048845,45,1,211.6,451,451,0,0,"App",9,"android"
102082892,45,1,45,453,453,0,0,"Browser",9,"android"
102084956,45,3,78,422,422,0,0,"App",9,"android"
102096589,45,1,69,452,452,0,0,"App",9,"android"
102109709,45,1,43.9,453,453,0,0,"App",9,"android"
102114064,45,8,310,411,411,0,0,"App",9,"android"
102133894,45,3,156,421,421,0,0,"App",9,"android"
102151870,45,2,108,432,432,0,0,"Browser",9,"android"
102152713,45,3,28.8,424,424,0,0,"App",9,"android"
102254166,44,4,124,421,421,0,0,"App",9,"android"
102261213,44,4,32.9,424,424,0,0,"App",9,"android"
102263471,44,3,99,422,422,0,0,"App",9,"android"
102365901,44,4,28,424,424,0,0,"Browser",9,"android"
102460576,44,9,26.9,414,414,0,0,"App",9,"android"
102464017,44,7,93.6,412,412,0,0,"App",9,"android"
102479829,44,5,108,412,412,0,0,"App",9,"android"
102506700,44,3,28.8,424,424,0,0,"App",9,"android"
102514441,44,1,18,455,455,0,0,"App",9,"android"
102514651,44,1,88,452,452,0,0,"App",9,"android"
102540500,44,3,113.7,421,421,0,0,"Browser",9,"others"
102557446,44,2,98,432,432,0,0,"App",9,"android"
102564423,44,3,139.2,421,421,0,0,"App",9,"android"
102615313,43,2,17.5,435,435,0,0,"App",9,"android"
102718991,43,1,15.9,455,455,0,0,"App",9,"android"
102743603,43,3,49,423,423,0,0,"App",9,"android"
102792881,43,3,68,422,422,0,0,"App",9,"android"
102812117,43,1,40,453,453,0,0,"App",9,"android"
102876991,42,1,7.8,455,455,0,0,"App",9,"android"
102906396,42,1,21.9,454,454,0,0,"App",9,"android"
102943940,42,1,425,451,451,0,0,"App",9,"android"
102966495,42,1,119.7,451,451,0,0,"Browser",9,"android"
103061903,42,2,18.8,435,435,0,0,"App",9,"android"
103109340,42,4,168,421,421,0,0,"App",9,"android"
103128288,41,2,76,432,432,0,0,"App",9,"android"
103156834,41,2,79,432,432,0,0,"App",9,"android"
103167401,41,1,6.8,455,455,0,0,"App",9,"android"
