temp,weekday,cost,price,sales
31.3,3,1.5,7.5,224
23.7,1,0.3,6.5,238
23.8,2,1.0,5.6,192
22.9,7,0.3,5.8,245
19.7,7,0.3,4.6,251
30.9,1,0.3,6.8,224
19.8,6,1.0,6.5,184
33.1,7,1.0,7.2,206
22.1,7,1.0,7.4,212
26.9,2,1.5,5.4,210
26.4,3,0.5,6.1,193
28.3,4,0.5,5.5,201
25.4,6,1.0,6.3,196
20.6,6,0.5,6.0,174
27.7,6,0.5,5.8,197
17.8,1,1.5,5.6,226
18.8,1,1.5,6.9,222
28.6,3,0.5,4.4,194
30.1,2,1.0,4.4,216
15.4,7,1.5,7.4,213
28.4,7,0.3,5.4,239
30.3,3,0.3,5.3,201
28.8,1,0.5,4.9,245
27.9,3,1.5,8.8,213
24.0,7,1.0,5.3,238
29.5,7,1.0,6.6,213
23.1,6,0.5,6.1,183
18.4,6,1.0,6.6,168
21.4,5,1.0,6.3,185
18.0,4,1.0,7.2,166
23.2,2,1.0,7.1,195
23.5,5,1.5,7.4,198
23.0,5,0.3,5.5,181
20.9,6,0.5,5.4,183
18.9,5,0.3,4.5,175
19.3,6,1.0,5.1,176
23.5,2,0.3,5.4,188
31.5,7,0.3,4.8,246
26.5,2,1.0,7.0,194
29.1,2,0.5,8.3,214
25.1,4,0.5,4.2,201
27.9,3,1.5,6.5,209
23.5,7,0.5,4.4,244
27.7,6,0.5,5.6,203
26.5,4,0.5,4.3,207
20.9,5,1.5,7.8,189
18.6,1,1.5,6.4,221
19.6,6,1.5,7.2,178
24.6,4,1.5,6.6,199
21.2,2,0.3,6.2,185
19.1,6,1.5,8.2,188
22.7,7,0.5,5.2,253
23.9,1,1.0,7.2,213
28.1,4,1.5,4.9,206
29.6,1,1.5,7.1,204
22.5,7,0.5,4.9,243
22.6,6,0.3,4.0,183
27.6,3,1.0,6.7,197
23.2,2,0.5,5.9,182
24.7,2,0.5,6.1,195
22.8,1,1.0,5.0,237
29.8,4,1.5,6.4,213
23.7,2,0.3,5.6,184
19.2,4,0.5,6.4,170
26.3,7,1.5,7.8,196
25.3,1,1.0,6.3,231
25.7,2,1.0,6.4,192
30.1,6,0.3,5.4,208
18.6,3,1.0,5.2,178
26.1,7,0.5,4.9,242
30.5,3,1.0,4.7,207
22.3,4,1.0,7.4,196
25.5,6,0.3,4.9,194
23.3,1,0.5,5.3,242
21.6,5,1.0,6.2,186
24.1,7,0.5,6.3,234
21.9,7,0.5,4.5,244
19.4,4,1.5,5.9,192
24.3,7,0.5,4.6,252
27.5,7,0.3,5.4,234
28.8,2,1.0,7.6,212
17.0,7,1.0,4.4,235
25.8,5,1.5,6.4,200
21.5,4,0.5,6.6,189
28.1,4,1.5,8.1,216
22.5,2,0.3,4.0,188
25.2,2,0.3,4.2,197
26.8,6,0.5,5.6,197
29.4,5,1.0,5.5,203
26.8,7,1.0,5.5,233
29.4,3,1.0,5.7,210
23.2,5,1.5,7.8,191
24.8,7,0.5,4.0,259
22.2,4,1.0,5.2,193
20.2,6,1.5,6.4,183
24.4,7,1.0,5.8,223
20.2,7,1.5,6.7,215
21.5,6,0.3,6.0,182
24.6,5,1.0,6.6,190
16.5,2,0.3,6.8,156
19.9,3,0.5,6.4,173
21.3,6,0.3,4.7,174
19.7,7,1.0,4.7,245
29.1,1,1.5,5.7,223
24.0,1,0.5,5.7,241
23.0,1,0.3,5.0,252
23.3,7,0.5,4.8,243
23.3,6,1.5,6.6,184
26.7,1,1.0,3.3,248
21.3,5,1.5,5.4,194
21.4,3,0.5,6.7,172
23.6,1,0.5,6.3,233
30.1,3,1.0,7.5,206
15.9,2,1.5,4.3,175
26.0,7,1.5,7.1,212
27.2,5,0.5,5.1,185
21.0,3,1.0,6.5,180
28.2,5,1.5,7.3,216
23.8,4,1.0,5.5,197
21.1,4,1.0,4.5,188
26.7,1,0.5,6.6,227
25.9,1,1.5,6.0,220
21.9,2,0.3,6.8,183
16.9,3,1.0,6.5,170
22.7,2,1.5,6.8,195
25.3,3,1.5,6.2,203
24.0,5,0.3,5.7,197
33.4,1,1.0,6.9,221
23.1,1,1.0,6.9,226
23.7,6,1.0,7.9,199
21.7,2,1.0,5.8,188
23.3,6,1.5,7.9,194
24.9,3,1.0,7.4,193
16.9,1,1.5,6.0,217
24.1,2,0.3,6.9,185
24.7,3,0.5,4.5,192
21.8,5,0.3,4.7,186
20.5,6,1.5,6.7,187
26.2,5,0.5,4.3,199
24.4,6,0.5,7.1,184
20.4,1,0.5,6.2,239
20.8,1,1.0,6.4,224
27.9,6,0.5,6.1,197
33.7,6,1.0,6.1,222
26.3,4,1.5,7.8,207
23.7,4,0.5,5.0,192
23.0,4,1.5,5.7,190
23.7,6,0.3,4.1,188
22.6,5,1.0,5.4,192
21.9,6,1.0,7.2,189
25.6,5,1.5,6.5,203
20.9,5,0.3,5.6,176
23.2,4,0.5,5.8,189
21.5,5,1.0,6.6,179
21.2,6,0.3,5.0,180
26.5,6,0.5,7.0,203
20.4,2,0.5,5.8,184
19.7,4,0.3,4.8,176
32.3,2,0.5,5.6,213
30.1,5,1.0,5.7,211
23.9,7,1.5,6.3,218
27.4,7,0.3,4.9,247
22.6,3,1.5,7.0,191
21.0,4,0.5,3.6,201
27.9,3,0.5,5.7,201
22.8,7,1.0,6.2,219
24.4,1,0.3,4.3,247
23.6,3,0.3,5.2,187
22.7,1,1.0,5.6,226
23.9,2,1.0,5.7,201
22.0,4,0.3,6.7,169
27.0,7,0.5,6.0,227
20.2,7,1.0,5.0,236
23.7,3,1.5,5.8,203
23.7,6,1.5,6.7,198
20.6,1,0.5,7.0,228
33.0,3,0.3,6.8,211
25.6,5,0.3,5.1,198
23.1,7,0.3,6.2,233
19.3,6,1.0,5.9,178
29.8,3,0.3,4.3,207
20.0,4,0.5,6.2,168
22.9,7,0.5,4.7,246
24.1,6,0.3,4.5,190
27.1,6,0.5,4.5,201
26.5,1,1.5,8.0,194
23.8,7,0.3,6.0,233
17.1,1,0.3,4.5,236
19.2,3,0.5,5.8,175
20.6,5,1.0,4.9,188
23.0,5,1.0,5.0,189
24.8,4,0.5,4.3,194
26.9,1,0.5,4.4,241
20.1,3,0.3,5.7,175
32.4,3,1.5,6.2,225
25.6,3,1.5,7.9,206
28.0,5,0.3,7.1,195
22.5,2,1.0,6.6,187
23.0,6,0.5,5.7,181
26.2,4,1.0,6.5,202
20.4,3,1.0,6.2,181
21.2,7,1.0,5.4,235
23.6,6,0.5,5.3,187
26.1,6,1.5,6.4,200
23.4,6,1.0,7.2,200
24.9,1,0.3,6.0,230
28.0,5,0.5,4.2,209
25.7,3,1.0,6.8,199
27.4,4,1.5,7.8,203
28.5,1,0.5,4.0,244
12.6,2,1.0,6.7,167
18.8,2,1.5,7.5,187
22.5,1,1.0,5.0,244
19.6,3,0.3,6.2,175
25.7,3,1.0,3.8,197
23.0,5,1.5,7.7,190
20.6,6,0.3,6.5,176
28.9,3,0.3,4.2,205
16.2,1,0.5,4.8,242
24.8,2,0.3,4.0,191
25.5,7,0.3,6.2,238
27.9,7,1.0,6.2,223
22.9,7,1.0,5.4,239
22.8,1,1.5,5.6,220
25.0,4,1.5,5.5,194
23.0,5,0.5,5.2,189
20.2,2,0.5,4.5,188
18.0,7,1.5,6.0,221
22.9,2,1.0,4.7,189
25.7,5,0.3,6.3,192
26.8,5,0.5,7.2,188
25.3,1,1.5,5.9,235
23.9,6,1.5,6.3,189
19.2,6,0.5,4.7,173
28.9,3,0.3,3.9,207
25.3,4,0.5,6.2,184
20.0,6,0.3,6.0,174
25.4,7,1.5,7.0,215
24.1,6,0.5,6.8,187
25.3,2,1.0,6.5,194
24.2,4,0.5,6.1,186
21.6,5,1.5,7.0,186
27.5,4,1.0,7.1,196
23.4,3,1.5,7.6,196
18.2,5,0.3,6.3,161
24.3,1,1.5,7.4,202
25.3,6,1.5,5.8,203
18.2,3,0.3,4.8,177
25.4,5,0.3,4.6,185
21.7,5,1.5,5.3,190
22.0,4,0.5,5.7,184
21.1,6,0.3,6.7,185
21.4,7,0.3,6.1,239
24.8,3,1.5,7.5,205
28.7,3,0.3,3.5,205
25.8,2,0.5,3.9,196
22.8,5,0.5,5.7,180
27.1,5,1.0,5.7,200
27.0,2,1.5,5.1,214
22.4,3,1.5,9.4,206
24.6,2,0.3,7.3,190
25.9,5,1.0,4.8,200
21.8,3,0.3,5.3,177
21.9,7,1.5,6.4,225
12.0,6,1.0,7.0,156
30.5,2,0.5,6.0,200
30.0,6,0.5,6.2,199
22.8,5,1.0,7.2,192
21.2,6,0.5,5.4,175
25.1,1,1.5,6.0,230
27.4,1,0.3,4.7,234
17.7,5,0.3,4.9,171
23.7,1,0.3,5.5,243
27.6,6,0.3,7.0,194
25.7,3,0.3,4.9,195
17.7,3,1.5,6.1,178
23.5,1,1.5,4.6,234
28.8,2,1.5,6.6,224
26.5,6,1.5,4.8,203
29.3,6,0.5,7.8,209
18.5,7,0.5,3.0,234
27.1,7,0.5,5.8,236
23.1,7,1.5,6.9,211
22.8,4,0.5,4.5,186
21.2,6,0.5,4.3,174
18.0,3,0.3,4.2,179
25.9,6,1.0,6.8,198
24.1,3,1.5,5.5,198
26.9,5,0.5,3.6,208
26.0,6,1.0,7.3,201
26.9,1,1.0,6.1,232
23.2,6,1.0,5.5,193
23.8,3,1.0,6.2,191
30.4,3,1.5,7.4,218
19.9,7,0.3,5.7,231
24.9,7,1.5,6.2,222
28.8,7,1.0,5.1,242
22.3,2,1.0,6.1,178
23.4,1,1.0,6.4,228
28.9,2,1.0,5.5,208
20.4,6,0.3,5.4,175
25.5,6,1.0,7.3,199
31.3,6,0.3,5.4,199
31.3,3,1.5,8.2,217
18.7,3,0.5,4.5,173
22.7,3,1.5,5.8,202
17.0,2,0.5,6.2,165
26.4,5,1.0,5.6,196
22.5,1,0.5,7.0,222
28.7,1,1.5,8.2,188
26.3,1,0.3,5.8,240
22.7,1,0.5,5.8,236
25.9,1,1.0,5.9,237
29.6,5,0.5,7.3,199
23.3,6,1.0,2.7,190
34.0,7,1.5,7.8,199
14.6,2,0.3,3.8,173
24.4,3,1.0,6.0,193
18.7,2,1.5,5.8,184
20.4,3,0.5,4.9,174
20.1,2,0.5,5.6,182
21.8,4,1.5,6.8,189
21.4,4,1.0,7.4,187
22.4,6,0.3,5.5,184
26.8,4,1.0,6.6,210
22.1,4,1.5,6.2,183
29.4,3,0.5,7.1,204
19.5,1,1.5,6.0,221
22.7,4,0.3,6.3,175
23.6,5,0.3,5.8,190
27.8,2,0.3,4.6,191
25.7,7,1.5,7.6,200
29.1,1,1.0,6.3,229
27.7,7,1.5,6.3,223
26.8,1,0.5,4.7,245
26.5,7,0.5,5.3,237
32.3,3,1.5,6.5,218
20.5,2,0.3,2.3,202
23.1,5,0.3,4.8,184
27.3,3,1.5,8.2,212
25.7,5,1.0,6.7,192
25.4,6,0.3,3.9,201
21.9,5,0.3,7.3,185
21.7,2,0.5,4.9,188
16.8,7,0.3,7.6,228
25.5,2,1.0,4.4,189
27.8,7,1.5,7.4,206
23.4,7,1.5,6.1,217
25.1,3,0.3,5.9,180
17.6,5,0.5,5.3,175
29.7,6,1.5,4.6,217
22.1,2,1.0,6.9,187
23.1,1,0.5,7.1,227
27.3,6,1.5,8.1,211
29.1,6,1.5,6.8,216
27.0,7,0.5,4.9,249
29.0,7,0.5,4.4,246
23.4,7,1.0,9.6,179
23.9,4,0.3,3.7,193
23.2,7,1.5,5.8,230
33.5,1,1.0,6.6,222
26.0,3,0.3,3.5,205
26.4,6,1.0,8.1,212
25.7,6,0.3,5.5,194
24.8,1,0.3,5.5,231
24.9,6,1.0,5.5,188
24.5,6,1.0,5.5,190
25.9,1,1.0,5.4,241
20.0,4,0.3,7.9,168
29.7,2,0.3,5.8,200
26.8,5,1.5,7.6,212
19.0,1,1.0,6.5,231
26.7,2,0.3,3.4,204
28.6,4,1.5,5.5,204
27.3,1,0.3,5.0,238
27.3,3,0.3,6.6,187
22.5,7,1.5,5.7,227
31.6,4,0.3,7.5,219
20.0,2,1.5,6.8,192
25.3,6,1.5,6.8,202
31.4,7,0.5,5.0,233
22.8,3,0.3,4.8,172
20.9,5,0.3,5.6,172
19.7,3,0.3,5.5,169
21.5,6,0.5,5.3,196
21.0,6,1.0,4.4,187
20.2,1,1.5,5.8,229
15.9,3,1.0,7.8,169
27.0,7,1.0,6.2,228
21.1,4,0.5,6.2,183
22.4,1,0.3,6.6,226
19.8,1,0.3,5.8,243
26.5,7,0.5,6.7,219
23.3,3,0.3,4.6,189
26.8,2,0.3,5.1,190
18.1,2,0.3,5.9,162
26.9,2,1.5,5.6,203
28.0,7,1.0,8.9,195
29.5,2,0.3,5.5,201
24.4,4,1.0,6.0,193
25.2,1,1.0,7.0,217
25.5,2,1.0,5.8,194
23.8,4,0.5,4.3,190
20.8,2,0.3,5.3,173
26.3,7,1.5,6.9,216
25.3,1,0.5,7.4,232
24.3,5,0.5,4.5,196
23.1,7,1.0,4.4,239
25.9,4,0.5,3.8,206
28.5,2,1.0,4.2,200
29.4,2,0.5,5.9,205
17.1,1,0.5,5.1,242
25.7,5,1.0,7.1,205
25.2,4,0.3,5.6,193
16.0,3,0.5,6.5,159
25.2,6,0.5,6.1,195
21.5,7,0.5,5.6,242
20.3,5,0.3,5.1,182
25.9,3,0.3,6.2,191
18.4,2,0.5,6.2,175
27.7,7,0.5,5.3,249
24.9,2,1.0,4.6,191
23.8,6,1.5,8.6,197
26.2,1,0.3,6.4,228
28.2,3,1.5,6.9,210
33.3,6,0.5,6.8,213
20.4,5,0.3,7.4,179
29.7,1,1.0,4.8,244
22.7,6,0.3,4.6,184
27.9,7,0.5,5.7,236
29.8,3,1.5,7.3,199
25.4,7,0.3,4.5,239
27.5,5,0.3,7.0,195
30.4,1,0.3,5.8,237
16.0,4,1.0,6.7,179
30.4,4,0.3,7.1,188
26.3,2,0.3,5.2,202
26.5,5,1.5,7.0,214
23.2,5,0.3,4.5,193
16.5,2,0.5,5.2,166
26.3,1,1.5,7.7,203
22.8,2,1.0,6.2,194
18.5,7,0.5,6.1,232
24.8,2,0.3,6.0,193
21.4,4,0.5,4.6,188
19.7,1,1.5,6.6,221
27.1,7,1.5,6.2,230
29.2,7,0.5,4.9,249
24.7,3,0.5,5.8,181
23.8,5,0.5,4.0,187
23.5,1,0.5,6.2,240
24.3,7,1.5,5.3,225
21.2,5,0.5,6.1,174
33.4,1,1.5,8.1,191
29.0,7,0.5,5.6,246
18.1,5,0.3,4.8,173
18.6,2,1.5,7.2,170
23.4,7,1.0,5.3,231
11.3,2,1.5,7.2,158
29.8,2,0.3,4.7,199
17.9,1,0.5,4.7,239
30.0,4,1.0,6.3,207
29.0,7,1.0,6.0,234
27.3,1,0.5,7.4,217
21.9,2,0.3,5.0,181
20.5,2,0.5,4.2,179
28.2,5,1.0,4.7,209
20.3,7,1.0,6.3,236
31.1,3,1.0,5.5,217
27.8,7,0.5,5.6,227
30.8,3,1.5,7.1,226
34.6,3,0.5,4.8,221
25.3,1,1.0,6.1,230
27.8,1,1.5,6.7,220
20.1,4,0.3,5.1,170
28.7,7,0.5,7.2,228
16.9,2,1.5,7.3,176
12.9,1,0.5,4.5,235
24.7,7,0.3,7.6,223
27.2,1,0.5,6.8,223
25.4,2,1.5,5.7,201
29.0,7,0.5,6.3,230
27.5,7,1.5,7.8,189
30.3,5,0.5,7.7,207
25.8,1,1.5,7.4,212
21.5,1,0.5,6.7,225
22.2,2,1.5,7.2,190
24.7,7,0.5,6.1,230
28.2,7,0.3,6.2,228
26.9,4,0.3,5.7,185
21.6,7,1.5,6.2,228
30.3,2,0.3,6.3,210
20.3,2,1.5,6.7,183
26.4,7,0.3,4.1,259
30.2,7,1.0,7.0,218
20.1,1,0.5,4.7,246
24.6,4,1.0,6.7,193
22.7,4,0.3,5.4,178
28.4,4,1.5,6.8,217
28.0,7,1.0,6.0,224
30.2,7,1.5,6.3,226
25.6,4,0.5,4.6,197
22.4,7,1.5,6.9,204
27.9,2,0.3,4.8,198
27.9,3,0.5,7.0,195
24.9,7,1.0,6.2,224
24.2,3,0.3,4.1,192
30.4,7,0.3,6.0,242
20.1,2,1.5,7.1,176
19.7,4,0.3,5.4,177
30.4,4,1.5,7.4,214
24.2,2,1.0,7.1,204
23.7,4,1.5,7.5,204
26.0,1,1.5,7.7,193
26.9,4,0.5,7.2,198
31.8,1,1.0,7.4,194
21.0,2,1.0,5.2,190
24.9,4,0.3,5.3,184
23.2,6,0.5,6.1,183
21.2,4,0.3,6.1,167
25.5,5,0.5,4.1,199
23.5,5,0.5,5.4,179
25.2,1,1.0,6.0,236
23.5,6,0.5,6.2,190
19.7,3,0.3,4.3,190
26.9,1,1.5,4.5,232
19.5,5,1.0,6.0,190
17.5,6,1.5,5.7,180
27.5,2,1.5,7.5,213
21.3,1,1.0,6.8,222
26.7,4,0.3,6.4,203
26.6,4,1.5,5.8,204
26.6,2,0.5,4.3,198
19.5,5,0.5,6.3,178
16.8,3,1.5,5.3,177
24.5,1,1.5,5.8,228
29.3,1,1.0,7.0,213
18.2,7,0.3,3.3,231
24.5,7,1.0,5.2,236
24.9,4,0.3,6.2,189
28.5,6,0.3,4.3,195
20.6,1,0.5,4.6,247
20.0,1,0.3,5.4,241
17.4,5,1.5,6.9,183
26.6,5,0.5,5.9,196
22.2,2,0.3,8.3,184
18.7,2,0.3,7.7,166
24.6,2,1.0,6.4,190
23.1,2,1.5,7.3,193
23.3,1,1.0,5.5,233
21.8,2,0.5,4.9,183
24.3,3,1.5,6.4,188
28.3,5,1.0,6.5,198
21.1,7,1.5,6.4,219
21.7,6,0.3,5.4,176
22.0,1,1.0,6.4,229
28.6,4,0.3,3.8,206
23.1,7,0.3,5.5,241
30.9,6,0.3,4.3,212
26.4,7,1.0,5.9,230
25.9,7,0.5,3.8,248
21.0,2,0.5,4.4,188
22.3,3,0.3,4.5,193
19.3,6,0.5,5.8,179
24.2,2,0.3,6.0,182
21.7,5,0.5,6.0,170
19.9,1,0.3,3.9,243
18.9,1,1.5,6.3,224
23.5,7,0.3,6.7,233
18.1,5,0.5,5.7,168
24.0,1,0.5,5.0,245
24.8,5,1.5,5.9,202
29.7,7,0.3,4.2,248
24.2,3,1.0,4.7,197
23.2,7,0.3,4.7,241
25.9,1,1.0,5.5,237
22.5,3,1.5,5.1,194
18.0,4,1.0,4.8,180
19.2,2,0.3,5.7,169
24.7,3,1.5,8.1,214
20.3,2,1.5,7.8,191
22.4,2,1.5,6.1,189
18.1,3,0.5,6.4,172
23.7,2,0.3,5.3,186
29.4,1,0.5,6.3,229
24.2,5,0.3,5.0,187
29.7,6,1.5,7.4,222
22.2,1,0.5,6.0,231
24.0,2,0.3,3.6,191
22.1,4,0.5,5.9,184
25.3,4,0.3,5.9,188
24.4,5,0.3,8.1,183
22.3,3,0.3,6.7,188
19.7,7,1.5,6.5,213
29.4,1,0.3,6.6,238
33.1,2,0.3,5.7,203
27.5,5,1.5,6.8,216
21.7,4,1.0,6.0,197
22.8,5,1.5,7.5,193
16.8,6,0.3,3.8,185
29.0,2,0.5,4.7,197
21.2,7,1.0,7.6,223
25.8,3,0.5,4.9,192
24.2,3,1.0,7.3,206
17.3,7,1.0,6.1,234
31.9,1,0.3,5.3,230
25.1,7,1.0,6.2,217
21.4,2,1.0,4.9,192
29.5,6,0.5,5.1,200
21.9,1,1.5,7.9,201
24.0,5,1.0,5.9,190
23.5,2,1.5,6.4,198
23.6,2,0.3,6.6,185
27.5,7,0.5,6.1,238
27.1,7,1.5,5.3,225
19.3,7,0.5,5.3,247
28.7,3,1.0,5.4,210
31.6,2,0.5,6.2,221
28.9,5,0.3,4.8,191
27.2,6,1.5,8.2,211
27.1,7,1.5,7.0,206
25.0,6,0.3,5.0,194
25.9,1,1.0,7.1,216
26.1,7,0.3,8.6,208
30.5,5,0.3,6.9,208
26.5,4,1.5,6.4,210
23.3,1,1.0,6.3,223
21.1,1,0.5,5.7,242
28.6,2,0.5,5.2,197
24.0,1,1.5,6.2,225
23.7,7,1.0,6.3,211
22.7,3,1.0,6.1,183
15.7,5,1.5,6.7,160
27.9,6,0.5,6.9,199
19.9,7,0.3,4.4,248
18.7,1,0.5,5.1,246
24.1,5,1.5,7.1,190
27.1,6,1.5,6.2,199
18.1,7,1.5,7.6,205
27.1,2,0.3,6.6,188
23.7,5,1.0,6.2,195
21.9,2,0.5,5.4,180
23.1,2,1.0,6.4,189
22.8,6,0.3,5.6,178
27.7,6,1.0,6.2,200
21.0,7,0.5,5.7,238
18.5,1,0.5,6.0,232
20.8,3,1.0,5.2,187
32.1,3,1.5,6.7,222
22.5,1,0.3,4.1,247
23.1,4,1.5,6.5,207
31.7,1,1.5,7.3,210
23.9,4,0.3,5.7,181
30.3,6,0.5,5.6,205
23.6,7,0.5,6.4,229
25.7,5,0.3,6.0,187
19.7,2,0.3,5.2,186
31.1,7,1.5,7.2,212
22.5,2,0.3,5.8,174
24.2,3,0.3,7.5,182
23.3,1,1.0,6.8,217
28.3,4,0.5,5.7,192
28.2,6,1.0,6.5,203
22.5,4,0.3,6.5,186
25.2,7,1.0,7.4,221
28.9,4,1.0,7.6,209
24.1,2,1.0,6.8,200
24.5,3,1.0,6.5,192
21.2,4,1.5,5.7,185
31.2,3,1.5,7.7,224
16.5,4,0.5,6.5,166
22.0,2,0.3,5.8,177
28.2,3,1.0,6.8,206
27.6,7,0.3,4.2,246
30.0,3,0.3,7.1,214
28.7,4,1.0,5.1,191
25.0,5,1.0,5.9,189
23.6,6,0.3,5.9,182
20.5,5,0.3,5.2,182
24.5,2,1.0,7.0,192
28.7,3,0.5,5.7,201
21.7,4,0.3,4.0,190
21.9,3,1.5,7.8,201
29.7,3,0.3,4.8,200
28.3,2,0.3,4.2,212
26.5,5,0.5,5.4,187
30.0,7,1.0,8.2,203
23.9,5,0.5,5.8,189
27.1,6,1.0,3.6,209
23.0,7,1.5,6.5,223
30.6,4,1.5,6.4,219
21.7,5,1.5,5.7,191
21.6,2,1.0,4.7,186
24.4,7,0.5,7.5,217
31.0,1,0.3,5.5,238
31.0,5,1.0,6.9,208
21.1,4,0.5,4.6,182
18.0,7,1.5,7.0,218
31.8,1,0.5,5.3,246
28.5,1,0.5,5.9,233
18.4,7,1.5,7.2,215
26.3,4,1.5,6.5,205
28.2,6,0.3,4.8,198
21.2,5,0.3,6.1,173
31.8,6,0.5,5.6,201
19.6,2,1.0,6.5,178
25.7,1,0.5,5.6,241
21.9,6,0.5,4.3,184
22.2,1,1.0,6.8,221
24.6,7,1.0,5.4,242
24.0,1,0.5,4.4,248
22.0,4,0.3,4.3,183
25.3,6,0.5,5.6,196
26.7,5,1.0,4.1,205
17.7,3,0.5,5.4,175
25.7,1,1.5,6.8,211
25.9,6,1.0,4.5,203
28.9,4,0.3,5.7,200
10.3,7,1.0,6.5,228
28.6,7,1.0,6.3,227
22.3,6,1.0,7.3,194
25.4,6,0.3,6.1,196
29.2,4,1.5,7.8,219
24.2,6,1.5,7.0,204
17.9,1,1.0,6.9,215
27.6,1,0.3,5.5,245
20.5,7,1.5,5.6,235
26.5,7,1.5,5.0,230
24.2,4,0.5,5.7,191
15.7,4,1.0,6.7,162
30.3,3,1.5,6.4,209
24.5,4,1.0,7.3,193
27.1,1,0.3,4.5,251
24.9,4,1.0,5.4,192
26.9,6,0.3,5.0,190
20.2,6,0.5,4.4,188
26.6,7,1.0,5.7,230
23.5,2,1.5,5.7,196
25.7,4,0.5,7.3,197
26.7,7,0.3,3.7,251
26.9,4,1.0,5.5,200
23.8,1,0.5,5.0,247
26.7,3,0.5,4.0,202
18.8,7,1.5,5.5,232
21.6,6,0.3,4.4,190
18.0,5,0.5,4.9,170
24.6,2,1.0,4.7,189
24.6,7,0.5,5.9,233
19.1,7,0.3,6.6,231
22.9,6,1.5,7.5,198
21.4,7,0.3,6.0,242
29.5,5,0.5,5.4,207
23.9,5,0.3,6.2,185
17.9,2,1.5,7.5,183
21.5,7,1.0,8.1,204
17.3,1,0.5,5.4,241
26.8,4,1.5,7.8,209
21.6,6,1.0,7.1,194
20.1,1,0.3,5.9,240
23.6,5,0.5,6.4,181
15.3,5,1.0,5.4,162
24.6,1,1.5,7.2,208
31.5,4,0.5,5.3,213
21.2,7,0.5,6.5,238
27.6,3,1.5,7.4,206
18.4,3,1.0,7.0,174
25.0,3,1.0,6.9,190
26.5,5,0.3,4.4,197
26.2,2,0.5,5.8,188
26.7,3,1.5,5.5,206
29.4,6,0.3,5.1,203
24.8,7,0.5,8.0,204
21.3,5,0.5,5.8,181
25.9,4,0.3,4.6,200
27.1,1,0.3,3.6,252
26.6,1,0.3,4.1,247
26.7,2,1.0,7.0,200
20.9,1,0.5,5.3,248
22.0,4,1.5,5.8,196
28.9,6,1.0,6.9,210
15.4,4,0.5,6.0,167
25.3,3,0.3,5.1,188
24.0,1,1.0,6.5,223
23.3,3,0.3,4.7,186
21.6,7,0.3,4.8,239
24.3,6,1.5,5.7,193
26.2,4,0.5,4.6,201
19.4,7,1.0,7.2,223
25.8,7,0.5,4.5,245
26.4,4,1.0,6.9,199
23.3,1,0.5,5.9,241
25.6,2,0.5,5.6,187
25.9,1,1.0,8.6,203
17.3,4,0.3,5.8,169
24.0,4,1.0,5.8,186
22.5,7,1.0,6.0,223
26.0,2,1.0,5.8,205
22.0,1,0.5,3.8,243
21.0,1,1.5,7.2,215
21.8,7,1.5,6.0,222
20.9,3,0.5,2.9,192
21.3,7,1.5,5.3,229
25.6,5,0.3,5.2,194
29.0,6,1.5,7.2,222
25.4,1,0.5,3.2,250
16.3,4,1.0,2.0,195
18.2,4,0.3,6.4,165
20.5,4,0.3,5.3,175
27.5,6,0.3,5.9,184
22.9,6,1.5,6.7,190
19.5,7,0.5,4.2,242
21.2,4,1.5,6.6,189
26.3,1,0.5,5.8,227
20.1,2,0.3,4.9,183
15.2,2,1.0,6.0,170
30.5,2,0.5,6.3,209
28.9,3,0.5,5.3,202
28.1,2,0.5,4.1,197
20.0,5,1.0,7.0,176
33.1,5,1.0,6.5,212
29.4,3,1.5,6.7,219
25.5,5,0.3,7.3,182
20.9,3,0.3,4.7,175
23.1,4,1.0,5.4,191
18.4,3,1.5,7.1,171
23.4,5,0.3,5.8,188
18.8,3,0.3,6.5,167
33.9,6,0.5,6.8,217
24.1,1,1.0,5.0,229
24.1,5,0.3,7.0,183
22.7,4,1.5,7.5,193
26.4,6,0.5,5.8,200
20.1,6,1.5,6.5,184
24.6,5,0.5,4.8,190
19.1,7,1.0,7.3,211
27.5,3,1.5,8.1,209
26.4,6,1.0,6.5,204
25.2,5,0.5,6.1,198
19.4,2,1.0,7.5,191
23.8,1,0.5,4.2,246
21.5,5,1.5,4.7,188
21.1,7,1.5,6.4,230
25.0,1,0.5,6.0,238
25.3,3,1.0,6.3,202
29.2,5,1.5,7.2,207
30.0,4,1.5,6.9,212
20.5,2,0.3,4.9,176
23.1,2,0.3,3.8,195
24.5,4,1.0,4.0,207
21.8,7,1.0,6.0,233
27.8,1,1.0,6.8,228
27.7,7,1.0,5.9,228
32.0,3,0.5,5.9,206
25.2,2,1.0,6.7,199
32.7,3,0.5,9.5,232
24.4,2,1.0,7.3,198
26.5,1,0.5,4.7,247
15.6,3,0.5,5.0,167
27.3,4,0.5,6.0,193
14.0,3,1.0,6.1,161
31.0,2,0.5,5.6,211
29.5,6,1.5,6.0,213
13.4,3,0.5,5.7,160
24.1,3,0.5,5.0,184
26.0,5,0.5,5.9,195
24.4,2,1.5,8.4,201
24.1,6,0.3,6.5,180
25.4,3,0.3,2.7,209
22.5,4,0.3,5.1,179
25.4,6,0.3,6.9,189
23.7,7,0.5,6.8,218
25.0,5,0.3,5.5,185
23.5,5,1.0,5.1,189
23.7,4,0.5,6.1,174
