acctnum,offer,buyer,female,state,zip,zip3,first,last,book,nonbook,total,purch,child,youth,cook,do_it,refernce,art,geog
247662,Cook,0,0,NY,10469,104,43,7,99,224,323,8,0,0,3,1,0,0,4
247663,DIY,0,0,NJ,7024,70,15,9,26,108,134,2,0,0,1,1,0,0,0
247670,DIY,0,1,NY,11414,114,11,9,25,27,52,2,1,0,1,0,0,0,0
247672,DIY,0,1,PA,18201,182,45,23,56,29,85,4,0,0,0,0,0,2,2
247679,DIY,0,1,NJ,8034,80,53,3,108,277,385,9,0,0,5,0,1,1,2
247692,Art,0,1,NY,10002,100,49,27,90,211,301,8,2,0,2,2,1,1,0
247693,Art,0,1,NJ,7506,75,13,13,15,246,261,1,1,0,0,0,0,0,0
247708,Cook,0,1,NJ,7901,79,41,19,98,314,412,9,1,2,3,1,0,2,0
247709,Cook,1,0,PA,19406,194,37,9,91,82,173,8,1,0,4,0,1,2,0
247724,Cook,1,1,NJ,8807,88,67,9,128,287,415,11,3,0,4,0,2,0,2
247730,Art,0,1,MD,21102,211,11,11,15,220,235,1,0,0,1,0,0,0,0
247731,Art,0,0,NH,3570,35,35,9,111,188,299,10,3,0,3,2,0,0,2
247758,DIY,0,1,PA,19380,193,15,11,25,298,323,2,0,0,2,0,0,0,0
247782,Art,0,0,MA,1550,15,17,17,15,197,212,1,0,0,0,0,1,0,0
247822,DIY,0,0,ME,4051,40,21,7,46,124,170,4,1,0,1,1,0,1,0
247834,Art,0,1,DE,19930,199,9,3,23,193,216,2,2,0,0,0,0,0,0
247878,Cook,0,1,PA,19422,194,75,15,121,284,405,11,3,1,4,1,0,1,1
247889,Art,0,1,MA,1719,17,35,1,91,281,372,8,1,0,3,2,1,0,1
247889,Cook,0,0,NJ,7042,70,25,5,57,132,189,5,4,0,0,1,0,0,0
247920,DIY,0,1,NY,11214,112,15,13,24,21,45,2,1,1,0,0,0,0,0
247931,Cook,0,1,MD,21221,212,13,5,29,235,264,2,0,1,0,0,0,0,1
247950,DIY,0,1,MA,2324,23,53,31,73,152,225,7,2,2,2,0,1,0,0
247952,DIY,0,1,NY,11040,110,57,29,114,278,392,10,2,2,1,1,1,2,1
247957,DIY,1,0,NJ,8512,85,63,13,134,255,389,12,3,2,1,3,0,0,3
247960,Cook,0,0,MD,20866,208,29,11,54,209,263,5,2,1,1,0,1,0,0
247981,Art,1,1,NY,14871,148,53,3,129,228,357,11,4,1,3,0,1,1,1
247982,DIY,0,1,PA,15146,151,29,23,25,64,89,2,0,1,1,0,0,0,0
247990,Cook,0,0,DC,20011,200,33,7,102,287,389,9,2,1,2,2,0,0,2
248031,Art,0,1,NY,11747,117,15,15,15,98,113,1,0,0,1,0,0,0,0
248034,Cook,0,1,NY,11235,112,21,13,23,225,248,2,2,0,0,0,0,0,0
248055,Art,0,1,PA,19149,191,91,19,127,69,196,12,4,1,3,1,2,0,1
248061,Cook,0,1,NJ,7631,76,15,15,15,257,272,1,0,0,0,1,0,0,0
248072,Art,0,1,MD,21122,211,1,1,15,60,75,1,0,0,0,0,1,0,0
248091,DIY,1,0,NY,11937,119,35,9,138,93,231,12,2,0,2,3,2,1,2
248112,DIY,0,1,NJ,7901,79,51,5,93,158,251,9,2,2,3,1,0,1,0
248113,Cook,0,1,NY,14207,142,17,15,25,158,183,2,0,0,2,0,0,0,0
248120,DIY,0,0,MA,2127,21,41,33,24,106,130,2,0,1,0,1,0,0,0
248124,Art,0,1,MA,2370,23,33,17,100,91,191,8,0,0,4,2,0,0,2
248135,DIY,0,1,NJ,7960,79,13,13,15,105,120,1,0,0,1,0,0,0,0
248138,DIY,1,1,MA,1440,14,49,7,148,260,408,12,3,0,1,1,3,0,4
248162,Cook,0,1,MA,1801,18,15,1,60,171,231,6,3,1,2,0,0,0,0
248165,Cook,0,1,NY,14206,142,25,17,27,287,314,2,0,0,1,0,1,0,0
248166,DIY,0,1,CT,6804,68,15,15,15,68,83,1,0,1,0,0,0,0,0
248209,Art,0,0,NJ,8022,80,45,11,86,261,347,7,0,0,4,2,0,0,1
248264,Art,0,1,PA,15086,150,5,5,15,100,115,1,0,0,0,0,0,1,0
248273,Cook,0,1,NJ,8098,80,17,9,29,148,177,2,1,0,0,0,0,0,1
248273,Cook,0,0,MD,21093,210,29,9,52,252,304,4,0,0,1,0,0,2,1
248285,DIY,0,0,DE,19720,197,39,23,44,306,350,4,1,0,2,1,0,0,0
248331,Art,0,0,NJ,8527,85,11,7,25,248,273,2,0,0,2,0,0,0,0
248332,Art,0,1,NY,11725,117,15,11,25,228,253,2,1,0,1,0,0,0,0
248334,DIY,0,0,NY,11218,112,13,13,15,244,259,1,0,0,0,0,0,0,1
248337,DIY,0,0,NJ,7070,70,19,13,25,177,202,2,0,0,2,0,0,0,0
248378,DIY,0,1,NJ,7753,77,13,13,15,232,247,1,0,0,1,0,0,0,0
248381,Cook,0,0,CT,6010,60,77,13,129,290,419,12,3,3,2,3,0,0,1
248382,DIY,0,1,NY,10977,109,9,9,15,250,265,1,0,0,0,0,0,0,1
248398,Cook,1,0,MD,21102,211,9,5,25,242,267,2,0,1,1,0,0,0,0
248416,Cook,0,1,NY,10033,100,13,7,37,189,226,3,1,0,0,0,0,1,1
248429,DIY,0,0,PA,17339,173,51,11,103,218,321,9,2,0,3,1,0,1,2
248435,Cook,0,1,VI,841,8,13,13,15,6,21,1,0,0,0,0,0,0,1
248440,DIY,0,0,NJ,7071,70,33,11,63,27,90,5,0,0,2,1,0,1,1
248445,Cook,0,1,PA,15214,152,5,5,15,16,31,1,0,1,0,0,0,0,0
248460,DIY,0,1,PA,18015,180,19,1,104,58,162,9,2,1,1,2,1,0,2
248488,DIY,0,1,RI,2886,28,51,11,87,309,396,8,2,2,2,0,0,2,0
248492,Cook,0,1,NJ,7652,76,17,11,25,150,175,2,1,0,1,0,0,0,0
248504,Art,0,0,NJ,8003,80,39,5,70,143,213,6,2,0,1,1,0,2,0
248514,DIY,0,1,NJ,7642,76,61,7,126,327,453,11,1,2,3,1,0,2,2
248531,DIY,0,0,MD,20607,206,15,15,15,151,166,1,0,1,0,0,0,0,0
248532,DIY,0,0,NJ,7834,78,47,15,83,47,130,7,0,1,3,1,0,0,2
248549,Art,0,1,PA,19116,191,53,33,59,181,240,5,1,0,2,0,0,2,0
248550,Art,0,1,MD,21236,212,19,11,26,73,99,2,0,1,0,1,0,0,0
248550,Cook,0,0,NY,12117,121,21,15,27,189,216,2,1,0,0,0,1,0,0
248558,Cook,0,1,NJ,8879,88,77,35,130,123,253,11,1,1,3,1,1,3,1
248561,Art,0,1,PA,19061,190,45,11,65,228,293,6,1,2,2,0,0,1,0
248564,Art,0,1,ME,4654,46,17,13,27,180,207,2,0,0,1,0,1,0,0
248573,Cook,0,1,NJ,7631,76,11,11,15,16,31,1,1,0,0,0,0,0,0
248573,Art,0,0,NY,11222,112,17,13,29,86,115,2,1,0,0,0,0,0,1
248582,Cook,0,1,CT,6851,68,5,5,15,269,284,1,0,1,0,0,0,0,0
248590,DIY,0,1,NY,12953,129,23,5,52,298,350,4,1,0,1,0,0,1,1
248590,Art,0,1,CT,6095,60,15,15,15,145,160,1,0,0,0,0,0,0,1
248593,DIY,0,1,MA,1826,18,31,9,133,231,364,11,0,1,5,1,1,1,2
248595,Cook,0,1,NY,11229,112,31,27,29,221,250,2,0,0,0,0,0,0,2
248599,DIY,1,0,PA,18219,182,7,3,28,3,31,2,0,0,0,1,0,1,0
248615,Cook,0,0,PA,19115,191,1,1,15,8,23,1,0,0,1,0,0,0,0
248622,DIY,0,0,NJ,7047,70,9,9,15,96,111,1,0,0,1,0,0,0,0
248650,Art,1,1,NJ,8022,80,3,3,15,271,286,1,0,0,0,0,0,0,1
248660,Cook,0,0,PA,18036,180,79,17,144,197,341,12,1,0,3,3,2,2,1
248667,DIY,0,1,NY,10549,105,9,9,15,3,18,1,0,0,0,0,0,1,0
248682,DIY,0,1,NY,14521,145,11,11,15,125,140,1,1,0,0,0,0,0,0
248685,DIY,0,1,NY,10940,109,31,31,15,270,285,1,0,0,0,1,0,0,0
248713,Art,0,1,MD,21204,212,37,31,25,95,120,2,1,0,1,0,0,0,0
248722,Art,0,1,NY,11758,117,31,31,15,170,185,1,0,0,1,0,0,0,0
248731,Art,0,1,NY,13624,136,15,11,25,162,187,2,0,1,1,0,0,0,0
248733,DIY,0,0,NY,10021,100,17,13,24,44,68,2,1,1,0,0,0,0,0
248737,Art,0,0,NJ,8723,87,23,15,27,284,311,2,1,0,0,0,1,0,0
248827,Cook,0,1,PA,19111,191,37,33,27,57,84,2,0,0,1,0,1,0,0
248845,Art,0,1,NY,11716,117,13,9,29,6,35,2,0,1,0,0,0,0,1
248850,Art,1,1,PA,19382,193,31,3,101,282,383,9,3,0,2,1,1,1,1
248850,Art,0,1,NJ,7076,70,15,11,28,159,187,2,1,0,0,0,0,1,0
248851,DIY,0,1,NJ,7060,70,27,27,15,162,177,1,0,0,0,0,0,1,0
248866,DIY,0,1,MA,2170,21,27,27,15,126,141,1,0,1,0,0,0,0,0
248878,Art,0,0,NY,11747,117,55,7,134,280,414,12,2,1,5,3,1,0,0
248890,Cook,1,1,PA,16365,163,27,23,26,223,249,2,1,0,0,1,0,0,0
248906,Cook,0,0,NJ,8690,86,23,15,26,54,80,2,1,0,0,1,0,0,0
248924,Art,0,0,PA,17325,173,9,9,15,265,280,1,0,0,1,0,0,0,0
248932,DIY,0,0,NJ,7666,76,23,15,34,295,329,3,0,1,1,0,1,0,0
248934,Cook,0,1,MD,20906,209,21,9,61,219,280,5,1,1,1,0,0,1,1
248955,Cook,1,1,NY,11040,110,43,3,143,199,342,12,4,0,5,0,0,3,0
248970,DIY,0,0,NY,11558,115,29,29,15,66,81,1,0,0,0,0,1,0,0
248988,DIY,0,1,MA,1908,19,47,29,51,297,348,5,2,2,1,0,0,0,0
249012,Art,1,0,NH,3071,30,31,11,108,235,343,9,1,0,2,0,2,1,3
249016,DIY,1,1,NY,12211,122,1,1,15,282,297,1,1,0,0,0,0,0,0
249016,Art,0,1,MA,2155,21,17,9,26,121,147,2,1,0,0,1,0,0,0
249034,DIY,0,1,NJ,7860,78,15,15,15,235,250,1,0,0,1,0,0,0,0
249061,DIY,0,1,PA,19020,190,33,3,116,169,285,10,3,1,2,0,0,1,3
249077,DIY,0,1,PA,19120,191,29,29,15,222,237,1,0,0,0,1,0,0,0
249081,Cook,0,1,NY,11510,115,39,15,42,68,110,4,1,1,2,0,0,0,0
249089,Art,1,1,NY,10016,100,21,9,58,76,134,4,1,0,0,0,0,0,3
249093,DIY,0,1,NY,10302,103,21,19,23,187,210,2,2,0,0,0,0,0,0
249117,DIY,1,0,CT,6444,64,25,3,71,104,175,6,2,0,0,2,1,0,1
249135,Cook,1,0,PA,19140,191,41,19,122,124,246,11,5,0,2,2,1,0,1
249169,DIY,0,1,MD,21228,212,9,5,26,273,299,2,0,0,1,1,0,0,0
249174,Cook,0,0,NY,11413,114,13,7,26,5,31,2,1,0,0,1,0,0,0
249176,Art,0,0,MA,1098,10,51,15,99,176,275,9,2,2,1,2,1,0,1
249177,Cook,0,0,NJ,7920,79,17,3,57,201,258,5,0,1,2,1,1,0,0
249183,Cook,0,1,NY,11354,113,29,7,104,320,424,9,1,1,2,2,0,2,1
249186,Cook,0,0,MD,20904,209,17,9,27,201,228,2,0,0,1,0,1,0,0
249188,Art,0,1,MD,21227,212,3,1,25,207,232,2,0,1,1,0,0,0,0
249195,Art,0,1,NY,11422,114,23,23,15,35,50,1,1,0,0,0,0,0,0
249199,Art,0,1,NY,11375,113,21,19,25,250,275,2,1,0,1,0,0,0,0
249236,Cook,1,0,PA,18927,189,39,5,137,238,375,12,5,0,2,1,2,0,2
249241,Art,0,0,CT,6109,61,23,9,44,262,306,4,1,0,1,1,1,0,0
249245,Art,0,0,PA,19082,190,5,3,29,24,53,2,1,0,0,0,0,0,1
249247,Cook,0,1,NJ,7039,70,9,9,15,287,302,1,0,0,0,0,0,1,0
249248,DIY,0,1,NJ,8872,88,7,7,15,277,292,1,1,0,0,0,0,0,0
249258,Cook,1,1,PA,19150,191,41,9,106,165,271,10,3,2,2,0,2,1,0
249265,Cook,0,1,MD,21093,210,21,15,29,253,282,2,0,0,0,1,0,0,1
249268,DIY,0,1,NY,10512,105,41,7,103,131,234,9,2,1,2,0,2,1,1
249270,Art,0,0,MD,20895,208,13,9,24,36,60,2,1,1,0,0,0,0,0
249272,DIY,0,1,NJ,8840,88,27,27,15,19,34,1,0,1,0,0,0,0,0
249287,DIY,0,0,CT,6905,69,11,11,15,64,79,1,0,0,0,0,0,0,1
249291,Cook,0,0,NY,11697,116,15,15,15,202,217,1,0,0,0,0,0,0,1
249295,DIY,0,1,NY,14059,140,43,11,79,129,208,7,2,0,3,0,0,0,2
249317,Cook,0,1,NY,11208,112,15,15,15,82,97,1,0,0,0,1,0,0,0
249339,Art,0,1,PA,17584,175,17,17,15,226,241,1,0,0,0,0,0,1,0
249360,Art,0,0,MA,1007,10,29,11,103,33,136,9,2,0,4,1,1,0,1
249372,Art,0,0,NY,11566,115,51,21,77,243,320,7,2,0,3,0,1,0,1
249378,DIY,0,0,PA,15232,152,19,19,15,30,45,1,0,0,0,1,0,0,0
249396,DIY,0,1,PA,17325,173,13,5,27,292,319,2,0,0,1,0,1,0,0
249398,Cook,0,0,MD,20639,206,27,21,26,179,205,2,0,0,0,2,0,0,0
249436,DIY,0,1,PA,19064,190,27,15,63,305,368,6,2,0,3,0,1,0,0
249460,Art,0,1,NY,11758,117,1,1,15,69,84,1,0,0,0,0,0,1,0
249466,Cook,0,1,PA,19119,191,21,15,25,263,288,2,1,0,1,0,0,0,0
249508,DIY,0,1,CT,6490,64,15,15,15,49,64,1,0,0,0,1,0,0,0
249519,Cook,0,1,PA,15143,151,35,15,109,60,169,9,0,0,5,2,0,1,1
249544,Art,0,0,CT,6355,63,11,9,25,143,168,2,1,0,1,0,0,0,0
249548,DIY,0,1,NJ,8540,85,1,1,15,267,282,1,1,0,0,0,0,0,0
249560,Cook,0,1,MD,21221,212,3,3,15,68,83,1,0,0,1,0,0,0,0
249568,DIY,0,1,MD,21046,210,3,3,15,10,25,1,0,0,0,0,0,0,1
249569,Art,0,1,NY,11363,113,11,11,15,1,16,1,0,0,0,0,0,1,0
249576,Cook,0,0,PA,19008,190,33,15,75,247,322,6,1,0,1,1,1,1,1
249585,Cook,0,1,NJ,7067,70,21,15,28,146,174,2,0,0,1,0,0,1,0
249587,Cook,0,0,CT,6811,68,21,7,82,58,140,7,2,0,1,2,0,1,1
249588,Cook,0,1,MD,21060,210,9,9,15,208,223,1,0,0,1,0,0,0,0
249609,Art,0,0,PA,17603,176,7,1,29,116,145,2,0,0,0,0,0,1,1
249625,Cook,1,1,NY,11788,117,37,27,41,301,342,4,3,0,1,0,0,0,0
249636,DIY,0,0,NY,10314,103,19,9,44,150,194,4,1,0,2,1,0,0,0
249643,Art,0,1,NJ,7436,74,7,7,15,258,273,1,0,0,0,0,0,0,1
249654,Art,0,0,PA,17112,171,25,25,15,224,239,1,0,0,0,0,0,0,1
249659,DIY,0,1,NJ,7874,78,17,17,15,124,139,1,1,0,0,0,0,0,0
249664,DIY,0,1,NJ,7440,74,47,9,84,128,212,7,1,0,2,0,0,1,3
249676,Art,1,0,NY,11021,110,39,19,87,249,336,7,0,0,2,0,1,3,1
249676,Cook,0,1,NY,10473,104,15,15,15,223,238,1,0,1,0,0,0,0,0
249677,Art,0,1,MD,21210,212,41,7,84,31,115,7,1,0,1,1,2,0,2
249696,Art,0,1,PA,16316,163,47,31,74,77,151,7,2,0,3,1,1,0,0
249698,Cook,0,1,PA,17320,173,49,17,79,136,215,7,1,1,1,1,0,3,0
249702,Art,0,0,NY,11360,113,53,9,92,36,128,8,2,1,2,0,0,2,1
249728,Cook,0,1,NY,14080,140,71,29,121,124,245,11,2,1,4,1,1,0,2
249731,Cook,0,0,NJ,7621,76,15,15,15,287,302,1,0,0,0,0,0,0,1
249741,Art,0,1,PA,15001,150,7,7,15,120,135,1,0,0,1,0,0,0,0
249744,Art,0,0,NY,11971,119,53,19,130,83,213,11,0,2,3,2,1,0,3
249744,DIY,0,1,NJ,8886,88,39,33,29,274,303,2,0,0,0,0,0,1,1
249815,Cook,0,0,NY,11758,117,41,35,28,62,90,2,0,0,1,0,0,1,0
249818,DIY,0,1,RI,2920,29,21,21,15,161,176,1,0,0,1,0,0,0,0
249837,Art,0,1,CT,6106,61,19,15,25,273,298,2,1,0,1,0,0,0,0
249837,Cook,0,0,CT,6022,60,7,7,15,94,109,1,0,0,0,0,0,0,1
249838,Cook,0,1,NJ,8527,85,21,15,25,73,98,2,1,0,1,0,0,0,0
249861,Cook,1,1,MD,21234,212,9,9,15,75,90,1,1,0,0,0,0,0,0
249875,Art,0,0,MD,21228,212,27,23,29,230,259,2,0,0,1,0,0,0,1
249885,Cook,1,1,PA,15146,151,13,11,25,144,169,2,0,0,2,0,0,0,0
249891,Art,1,1,NY,10314,103,55,3,133,286,419,11,1,0,2,2,2,2,2
249935,Art,0,1,MD,20817,208,3,3,15,48,63,1,0,0,0,0,0,0,1
249947,Cook,0,1,NJ,7701,77,31,25,28,81,109,2,0,0,0,0,0,2,0
249973,DIY,1,1,PA,15868,158,5,1,29,266,295,2,0,0,0,1,0,0,1
249983,Art,0,1,NY,11433,114,1,1,15,139,154,1,1,0,0,0,0,0,0
249987,Art,0,1,NY,10023,100,21,13,29,255,284,2,0,0,0,1,0,0,1
249993,Cook,0,1,NJ,8087,80,25,13,33,80,113,3,1,0,2,0,0,0,0
250003,DIY,1,0,VT,5641,56,11,9,29,8,37,2,0,0,1,0,0,0,1
250006,Cook,0,0,NY,11801,118,21,15,29,209,238,2,1,0,0,0,0,0,1
250050,Art,0,1,NY,11701,117,51,21,74,295,369,7,2,1,3,0,0,0,1
250098,DIY,0,1,NY,11433,114,15,15,15,239,254,1,0,0,0,0,0,0,1
250101,DIY,0,1,PA,15217,152,11,9,29,249,278,2,1,0,0,0,0,0,1
250111,Art,0,1,MA,2193,21,5,5,15,152,167,1,0,0,0,0,0,1,0
250141,DIY,0,1,NY,10956,109,9,9,15,181,196,1,0,0,0,0,0,1,0
250154,DIY,0,1,MA,2633,26,39,9,90,184,274,8,0,2,3,3,0,0,0
250156,Art,1,1,MD,20815,208,11,5,28,93,121,2,0,0,1,0,0,1,0
250166,Cook,1,1,PA,18964,189,35,13,53,279,332,5,3,0,1,0,1,0,0
250180,Art,0,1,PA,17331,173,73,31,128,233,361,12,4,2,2,0,2,1,1
250205,Cook,0,0,NY,11236,112,29,11,51,30,81,5,2,0,3,0,0,0,0
250213,Cook,0,0,VT,5201,52,45,29,38,275,313,3,0,0,1,0,0,2,0
250226,Cook,0,0,PA,19146,191,17,9,29,292,321,2,0,0,1,0,0,0,1
250233,Art,0,1,PA,19010,190,17,9,26,295,321,2,0,0,1,1,0,0,0
250240,Cook,1,0,PA,19512,195,49,15,80,89,169,7,1,0,4,0,0,1,1
250246,Cook,0,1,NJ,7401,74,1,1,15,263,278,1,1,0,0,0,0,0,0
250289,Cook,0,1,PA,16510,165,17,9,29,206,235,2,0,1,0,0,0,0,1
250348,DIY,0,1,NY,10465,104,13,13,15,153,168,1,1,0,0,0,0,0,0
250362,Art,0,1,NY,10465,104,15,15,15,59,74,1,0,0,1,0,0,0,0
250366,Art,0,0,PA,17112,171,5,3,26,208,234,2,1,0,0,1,0,0,0
250368,Cook,0,1,NY,10023,100,57,21,108,200,308,9,0,2,1,1,0,2,3
250370,DIY,0,1,NJ,8520,85,19,15,25,252,277,2,0,1,1,0,0,0,0
250387,DIY,0,1,PA,18042,180,27,11,39,82,121,3,0,0,2,0,0,0,1
250388,Cook,0,1,NJ,8854,88,7,5,24,159,183,2,1,1,0,0,0,0,0
250414,Cook,0,1,NJ,8733,87,5,3,29,269,298,2,0,0,0,0,1,0,1
250414,Cook,0,1,MA,1778,17,19,11,29,254,283,2,1,0,0,0,0,0,1
250415,DIY,0,1,NY,11229,112,19,11,25,7,32,2,1,0,1,0,0,0,0
250442,Art,0,0,NY,11234,112,11,7,24,292,316,2,1,1,0,0,0,0,0
250445,Art,0,0,NY,10994,109,61,9,118,71,189,11,3,1,4,3,0,0,0
250459,Cook,0,1,NJ,7644,76,7,7,15,112,127,1,0,0,0,0,1,0,0
250470,DIY,0,1,NJ,8817,88,31,31,15,282,297,1,0,1,0,0,0,0,0
250487,Art,1,1,NY,11209,112,43,7,107,287,394,9,2,0,2,0,2,2,1
250501,Cook,0,0,MD,20783,207,1,1,15,139,154,1,0,0,0,0,1,0,0
250540,Art,0,0,NY,10017,100,53,9,90,191,281,8,1,0,2,4,0,0,1
250543,Art,0,0,DC,20024,200,37,7,82,104,186,7,2,1,0,1,1,1,1
250583,DIY,0,1,NJ,8075,80,13,5,26,293,319,2,1,0,0,1,0,0,0
250598,DIY,0,1,NY,10003,100,13,9,23,110,133,2,2,0,0,0,0,0,0
250607,Art,0,1,PA,15122,151,15,9,28,214,242,2,1,0,0,0,0,1,0
250619,DIY,0,1,MA,2191,21,29,13,72,44,116,6,1,0,1,0,1,2,1
250619,Cook,0,1,NJ,7070,70,73,33,124,189,313,11,2,2,2,1,1,2,1
250649,Art,0,0,NY,10032,100,13,11,29,117,146,2,1,0,0,0,0,0,1
250650,DIY,0,1,CT,6853,68,3,3,15,190,205,1,0,0,0,1,0,0,0
250651,Art,0,0,NY,10022,100,29,13,68,95,163,6,1,2,0,2,0,0,1
250652,DIY,0,0,PA,18912,189,55,23,129,300,429,12,3,2,3,2,0,0,2
250653,Art,0,1,NJ,7024,70,31,11,119,100,219,10,1,1,2,0,3,0,3
250654,Cook,0,0,NJ,8084,80,5,3,29,51,80,2,0,0,1,0,0,0,1
250662,Cook,1,1,NJ,8103,81,49,15,79,65,144,7,0,1,4,0,1,1,0
250677,DIY,0,1,ME,4240,42,1,1,15,245,260,1,1,0,0,0,0,0,0
250685,DIY,0,1,NY,12603,126,23,23,15,96,111,1,0,0,0,1,0,0,0
250688,DIY,0,1,NY,11757,117,19,9,46,61,107,4,1,0,1,0,0,1,1
250692,Art,0,0,NY,11010,110,59,35,135,55,190,12,2,4,3,0,0,1,2
250695,DIY,0,1,NY,14221,142,7,3,27,257,284,2,1,0,0,0,1,0,0
250717,DIY,0,0,NY,11365,113,37,13,88,260,348,8,2,0,3,1,0,2,0
250718,DIY,0,1,MD,21013,210,57,11,137,168,305,12,2,2,3,0,1,1,3
250733,Art,0,1,NJ,8701,87,15,13,29,5,34,2,1,0,0,0,0,0,1
250751,Cook,0,1,NY,11357,113,49,9,105,81,186,9,3,1,1,0,1,0,3
250752,Cook,0,1,NJ,7865,78,65,27,86,154,240,8,2,0,3,2,0,1,0
250757,Art,0,1,NJ,8010,80,27,25,26,39,65,2,0,0,1,1,0,0,0
250767,DIY,0,0,NJ,7436,74,33,19,68,65,133,6,1,0,2,2,0,1,0
250775,DIY,0,1,CT,6333,63,27,27,15,93,108,1,0,0,0,0,0,1,0
250800,Cook,0,1,NY,10538,105,35,25,39,48,87,3,0,0,0,1,0,1,1
250802,Art,0,0,NY,11415,114,9,1,24,50,74,2,1,1,0,0,0,0,0
250816,DIY,0,0,PA,19090,190,61,15,128,306,434,11,2,2,0,4,0,0,3
250817,DIY,0,1,NY,10543,105,17,15,26,289,315,2,0,0,1,1,0,0,0
250827,Cook,0,1,NJ,7110,71,11,11,15,95,110,1,0,0,0,0,0,0,1
250833,DIY,0,1,ME,4539,45,45,5,125,322,447,11,4,1,2,1,1,1,1
250876,DIY,0,1,NJ,8724,87,17,9,36,237,273,3,2,0,0,0,0,1,0
250877,Art,0,0,NJ,8757,87,17,11,38,244,282,3,0,1,0,1,1,0,0
250892,DIY,1,0,ME,4901,49,27,1,68,30,98,6,2,0,2,1,0,0,1
250893,DIY,0,0,NJ,8701,87,15,15,15,193,208,1,0,0,0,0,1,0,0
250907,Art,0,1,MA,2669,26,43,15,96,242,338,9,1,1,4,2,1,0,0
250923,DIY,0,1,NH,3054,30,5,5,15,0,15,1,1,0,0,0,0,0,0
250926,Cook,0,0,NY,11754,117,51,21,92,289,381,8,2,1,1,1,1,1,1
250952,Art,1,0,PA,17846,178,43,11,62,151,213,6,2,0,3,1,0,0,0
250953,DIY,0,0,NY,10024,100,15,9,27,54,81,2,0,1,0,0,1,0,0
250963,Art,0,1,PA,19437,194,73,13,143,299,442,12,0,3,4,0,1,2,2
250976,Cook,1,1,NH,3103,31,13,13,15,264,279,1,1,0,0,0,0,0,0
250978,Art,0,0,PA,17023,170,61,29,140,213,353,12,3,1,3,1,0,2,2
250990,DIY,0,0,NY,11220,112,45,9,80,279,359,7,0,1,3,1,1,1,0
250991,DIY,0,1,NJ,7036,70,21,21,15,285,300,1,1,0,0,0,0,0,0
250996,Cook,0,1,PA,19082,190,7,7,15,107,122,1,0,0,0,1,0,0,0
251022,DIY,0,1,MA,2148,21,49,13,97,165,262,9,3,0,3,1,1,1,0
251033,Art,1,1,MA,2703,27,13,13,15,16,31,1,0,0,0,0,0,0,1
251041,Art,0,1,MA,2136,21,17,5,35,126,161,3,0,1,0,1,0,0,1
251045,Cook,0,1,NY,11735,117,21,17,29,150,179,2,0,0,1,0,0,0,1
251046,Cook,0,1,PA,19560,195,21,15,24,299,323,2,1,1,0,0,0,0,0
251073,Art,1,1,NJ,8067,80,25,9,74,165,239,6,0,2,0,0,0,1,3
251128,DIY,0,1,PA,15217,152,9,3,23,99,122,2,2,0,0,0,0,0,0
251149,Art,0,0,NY,14092,140,41,15,130,315,445,12,3,2,2,2,1,1,1
251168,DIY,0,1,NJ,8560,85,9,5,25,61,86,2,0,1,1,0,0,0,0
251192,Art,0,1,NY,12831,128,31,7,117,96,213,11,1,2,6,0,1,0,1
251194,Art,0,1,NY,11758,117,5,1,25,178,203,2,1,0,1,0,0,0,0
251210,DIY,0,1,MA,2780,27,11,11,15,140,155,1,0,0,0,0,0,0,1
251215,Cook,0,1,NY,10604,106,15,15,15,17,32,1,0,0,0,0,1,0,0
251243,Art,0,1,MD,20851,208,33,5,80,289,369,7,2,1,2,0,0,0,2
251258,Cook,0,1,NY,11550,115,5,1,28,87,115,2,1,0,0,0,0,1,0
251269,Art,0,1,NJ,8755,87,59,33,80,175,255,7,2,1,1,1,0,1,1
251282,Cook,0,0,MD,20895,208,39,5,85,110,195,8,3,2,0,2,0,0,1
251286,Art,0,1,NJ,7670,76,11,3,25,221,246,2,0,1,1,0,0,0,0
251318,Art,0,1,NJ,8054,80,35,27,28,206,234,2,1,0,0,0,0,1,0
251347,Cook,1,0,NH,3801,38,25,3,43,312,355,4,2,0,2,0,0,0,0
251360,DIY,0,1,PA,17901,179,7,7,15,50,65,1,0,1,0,0,0,0,0
251363,Art,0,0,MA,2136,21,21,15,29,100,129,2,0,0,1,0,0,0,1
251384,DIY,0,0,NY,11772,117,23,1,46,205,251,4,0,1,2,0,1,0,0
251394,Cook,0,1,NY,11234,112,43,19,122,264,386,10,1,0,4,0,0,2,3
251419,DIY,0,0,PA,19608,196,33,5,65,166,231,6,1,0,3,2,0,0,0
251425,DIY,0,0,NY,10017,100,69,15,134,191,325,12,5,1,1,3,0,0,2
251426,Cook,0,1,PA,15001,150,19,15,25,129,154,2,0,0,2,0,0,0,0
251430,Art,0,1,NY,10025,100,7,5,29,228,257,2,0,0,1,0,0,0,1
251440,Cook,0,0,PA,15090,150,7,1,29,72,101,2,1,0,0,0,0,0,1
251440,DIY,0,0,ME,4062,40,65,15,122,110,232,11,2,1,2,3,0,2,1
251442,Art,1,1,NY,10703,107,21,13,27,232,259,2,0,0,0,1,1,0,0
251442,Art,0,1,NY,14052,140,47,23,129,196,325,11,1,1,5,0,1,2,1
